Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX,gY,gZ
5913,-9.42,-0.26,0.90,26.15,0.03,0.03,0.01
5928,-9.43,-0.26,0.91,26.16,0.03,0.03,0.01
5945,-9.44,-0.27,0.91,26.16,0.03,0.03,0.01
5960,-9.44,-0.27,0.92,26.19,0.03,0.03,0.01
5977,-9.45,-0.27,0.93,26.17,0.03,0.03,0.01
5992,-9.43,-0.26,0.93,26.18,0.03,0.03,0.01
6008,-9.43,-0.28,0.91,26.18,0.03,0.03,0.01
6025,-9.43,-0.27,0.92,26.16,0.03,0.03,0.01
6040,-9.44,-0.27,0.95,26.15,0.03,0.03,0.01
6056,-9.42,-0.29,0.94,26.16,0.03,0.02,0.01
6072,-9.43,-0.27,0.94,26.18,0.03,0.02,0.01
6088,-9.42,-0.27,0.93,26.15,0.03,0.02,0.01
6104,-9.46,-0.27,0.95,26.16,0.03,0.02,0.01
6120,-9.45,-0.27,0.92,26.15,0.03,0.02,0.01
6135,-9.42,-0.26,0.93,26.18,0.03,0.02,0.01
6152,-9.44,-0.25,0.92,26.16,0.03,0.03,0.01
6167,-9.43,-0.27,0.92,26.16,0.03,0.03,0.01
6183,-9.44,-0.28,0.91,26.18,0.03,0.03,0.01
6199,-9.44,-0.27,0.96,26.16,0.03,0.03,0.01
6215,-9.43,-0.27,0.91,26.17,0.03,0.03,0.01
6232,-9.44,-0.26,0.94,26.17,0.03,0.02,0.01
6247,-9.43,-0.28,0.93,26.18,0.03,0.03,0.01
6263,-9.41,-0.28,0.91,26.17,0.03,0.03,0.01
6279,-9.43,-0.28,0.95,26.17,0.03,0.03,0.01
6295,-9.44,-0.28,0.93,26.17,0.03,0.03,0.01
6310,-9.43,-0.28,0.94,26.19,0.03,0.03,0.01
6327,-9.44,-0.27,0.92,26.17,0.03,0.03,0.01
6342,-9.43,-0.28,0.93,26.18,0.03,0.03,0.01
6359,-9.45,-0.27,0.90,26.17,0.03,0.03,0.01
6374,-9.42,-0.26,0.92,26.16,0.03,0.03,0.01
6390,-9.44,-0.27,0.94,26.18,0.03,0.03,0.01
6406,-9.43,-0.27,0.93,26.17,0.03,0.02,0.01
6422,-9.45,-0.28,0.95,26.18,0.03,0.02,0.01
6438,-9.43,-0.29,0.90,26.17,0.03,0.02,0.01
6454,-9.43,-0.26,0.92,26.18,0.03,0.02,0.01
6470,-9.43,-0.28,0.95,26.18,0.03,0.02,0.01
6486,-9.43,-0.28,0.98,26.16,0.03,0.02,0.01
6502,-9.44,-0.27,0.95,26.18,0.03,0.02,0.01
6517,-9.42,-0.27,0.92,26.17,0.03,0.03,0.01
6534,-9.44,-0.26,0.91,26.15,0.03,0.03,0.01
6549,-9.44,-0.28,0.89,26.18,0.03,0.03,0.01
6565,-9.42,-0.27,0.90,26.17,0.03,0.03,0.01
6581,-9.44,-0.27,0.92,26.19,0.03,0.03,0.01
6597,-9.44,-0.26,0.92,26.19,0.03,0.03,0.01
6612,-9.44,-0.27,0.94,26.17,0.03,0.02,0.01
6629,-9.43,-0.28,0.94,26.16,0.03,0.02,0.01
6644,-9.44,-0.27,0.91,26.18,0.03,0.03,0.01
6661,-9.45,-0.26,0.95,26.17,0.03,0.03,0.01
6677,-9.44,-0.27,0.94,26.17,0.03,0.03,0.01
6692,-9.42,-0.29,0.93,26.17,0.03,0.03,0.01
6709,-9.43,-0.27,0.89,26.18,0.02,0.03,0.01
6724,-9.45,-0.27,0.94,26.16,0.03,0.03,0.01
6740,-9.43,-0.27,0.94,26.17,0.03,0.03,0.01
6756,-9.43,-0.27,0.92,26.16,0.02,0.03,0.01
6772,-9.44,-0.27,0.88,26.17,0.03,0.02,0.01
6788,-9.46,-0.26,0.92,26.18,0.03,0.02,0.01
6804,-9.43,-0.27,0.93,26.16,0.03,0.02,0.01
6819,-9.44,-0.27,0.92,26.19,0.03,0.02,0.01
6836,-9.44,-0.28,0.91,26.18,0.03,0.02,0.01
6851,-9.43,-0.27,0.91,26.17,0.03,0.03,0.01
6867,-9.43,-0.28,0.93,26.17,0.03,0.03,0.01
6884,-9.44,-0.26,0.92,26.17,0.03,0.03,0.01
