Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX,gY,gZ
4102,0.46,-9.99,0.37,26.34,0.03,0.03,0.01
4117,0.46,-9.99,0.34,26.35,0.03,0.03,0.01
4133,0.44,-10.00,0.39,26.35,0.03,0.03,0.01
4149,0.47,-10.00,0.38,26.32,0.03,0.03,0.01
4165,0.45,-10.01,0.39,26.33,0.03,0.02,0.01
4182,0.45,-10.00,0.38,26.33,0.03,0.03,0.01
4197,0.47,-9.99,0.40,26.34,0.03,0.02,0.01
4213,0.46,-9.99,0.39,26.36,0.03,0.03,0.01
4229,0.46,-9.99,0.39,26.35,0.03,0.03,0.01
4245,0.48,-9.99,0.37,26.35,0.02,0.03,0.01
4260,0.46,-10.01,0.39,26.33,0.03,0.03,0.01
4277,0.45,-9.99,0.37,26.35,0.03,0.03,0.01
4292,0.48,-9.99,0.38,26.34,0.03,0.03,0.01
4308,0.44,-9.99,0.38,26.34,0.03,0.03,0.01
4324,0.47,-9.98,0.38,26.35,0.03,0.02,0.01
4340,0.47,-10.00,0.39,26.34,0.03,0.01,0.01
4356,0.46,-10.03,0.38,26.35,0.03,0.01,0.01
4372,0.44,-10.01,0.40,26.33,0.03,0.02,0.01
4388,0.45,-10.00,0.35,26.34,0.03,0.02,0.01
4404,0.46,-9.99,0.39,26.35,0.02,0.03,0.01
4420,0.47,-9.99,0.42,26.34,0.02,0.03,0.01
4435,0.45,-9.99,0.40,26.35,0.02,0.03,0.01
4452,0.47,-9.99,0.37,26.34,0.02,0.04,0.01
4467,0.46,-10.00,0.37,26.36,0.03,0.03,0.01
4484,0.47,-10.00,0.38,26.32,0.03,0.03,0.01
4499,0.46,-10.01,0.38,26.34,0.03,0.03,0.01
4515,0.45,-10.00,0.39,26.34,0.03,0.02,0.01
4532,0.47,-9.99,0.36,26.36,0.03,0.03,0.01
4547,0.45,-9.99,0.38,26.34,0.03,0.02,0.01
4563,0.49,-10.00,0.38,26.33,0.03,0.02,0.01
4579,0.47,-9.97,0.42,26.34,0.03,0.02,0.01
4595,0.47,-9.98,0.38,26.34,0.03,0.03,0.01
4611,0.47,-9.99,0.36,26.35,0.03,0.03,0.01
4627,0.45,-10.01,0.38,26.34,0.03,0.03,0.01
4642,0.46,-9.99,0.40,26.34,0.03,0.03,0.01
4659,0.46,-9.97,0.38,26.33,0.03,0.03,0.01
4674,0.46,-10.00,0.42,26.35,0.03,0.03,0.01
4690,0.48,-9.99,0.41,26.35,0.03,0.03,0.01
4706,0.46,-10.00,0.37,26.35,0.03,0.02,0.01
4722,0.45,-10.00,0.40,26.35,0.03,0.01,0.01
4739,0.45,-9.98,0.39,26.35,0.03,0.01,0.01
4754,0.46,-9.99,0.40,26.34,0.03,0.02,0.01
4770,0.46,-9.99,0.39,26.37,0.02,0.02,0.01
4786,0.48,-9.99,0.40,26.35,0.02,0.03,0.01
4802,0.48,-9.99,0.39,26.35,0.02,0.05,0.01
4817,0.46,-10.00,0.35,26.36,0.02,0.04,0.01
4834,0.47,-9.99,0.39,26.35,0.03,0.03,0.01
4849,0.47,-9.99,0.36,26.36,0.03,0.03,0.01
4866,0.45,-10.01,0.38,26.35,0.03,0.03,0.01
4881,0.45,-10.00,0.40,26.35,0.03,0.02,0.01
4897,0.45,-9.97,0.39,26.34,0.03,0.03,0.01
4913,0.45,-10.00,0.39,26.35,0.03,0.02,0.01
4929,0.45,-10.01,0.37,26.33,0.03,0.03,0.01
4945,0.47,-10.01,0.38,26.34,0.03,0.02,0.01
4961,0.46,-9.99,0.40,26.34,0.03,0.03,0.01
4977,0.46,-9.98,0.40,26.36,0.02,0.03,0.01
4993,0.45,-9.98,0.38,26.35,0.03,0.03,0.01
5009,0.46,-9.99,0.37,26.35,0.03,0.03,0.01
5024,0.45,-9.99,0.40,26.35,0.03,0.02,0.01
5041,0.48,-9.98,0.37,26.34,0.03,0.03,0.01
5056,0.47,-10.00,0.40,26.35,0.03,0.02,0.01
5072,0.46,-9.99,0.38,26.35,0.03,0.01,0.01
5088,0.45,-9.98,0.39,26.36,0.03,0.01,0.01
5104,0.44,-9.99,0.40,26.36,0.03,0.01,0.01
5120,0.47,-10.01,0.38,26.35,0.03,0.02,0.01
5136,0.47,-10.00,0.38,26.35,0.02,0.02,0.01
5152,0.47,-10.00,0.42,26.36,0.02,0.03,0.01
5168,0.46,-10.00,0.40,26.36,0.02,0.03,0.01
5184,0.45,-9.99,0.40,26.35,0.02,0.04,0.01
5199,0.48,-10.00,0.36,26.36,0.03,0.04,0.01
5216,0.47,-10.00,0.34,26.36,0.02,0.03,0.01
5231,0.46,-9.98,0.37,26.34,0.03,0.03,0.01
5248,0.46,-9.99,0.41,26.35,0.03,0.03,0.01
5263,0.48,-9.97,0.38,26.36,0.03,0.02,0.01
5279,0.47,-9.99,0.40,26.35,0.03,0.02,0.01
5296,0.47,-10.01,0.42,26.34,0.03,0.02,0.01
5311,0.45,-9.99,0.39,26.35,0.03,0.02,0.01
5327,0.46,-9.98,0.38,26.35,0.03,0.02,0.01
5343,0.48,-10.00,0.38,26.35,0.02,0.03,0.01
5359,0.47,-10.00,0.41,26.34,0.02,0.03,0.01
5374,0.44,-9.99,0.42,26.35,0.02,0.03,0.01
5391,0.46,-9.99,0.41,26.36,0.03,0.03,0.01
5406,0.48,-10.00,0.39,26.36,0.03,0.03,0.01
5423,0.47,-10.00,0.40,26.37,0.03,0.03,0.01
5438,0.48,-9.99,0.37,26.34,0.03,0.03,0.01
5454,0.47,-10.00,0.39,26.36,0.03,0.03,0.01
5471,0.47,-9.99,0.39,26.36,0.03,0.03,0.01
5486,0.45,-10.00,0.38,26.36,0.02,0.03,0.01
5502,0.46,-10.00,0.38,26.33,0.02,0.03,0.01
5518,0.46,-9.98,0.37,26.35,0.03,0.03,0.01
5534,0.46,-9.99,0.41,26.34,0.02,0.03,0.01
5550,0.47,-9.99,0.37,26.34,0.02,0.03,0.01
5566,0.47,-10.01,0.39,26.36,0.03,0.03,0.01
5581,0.46,-9.99,0.37,26.36,0.03,0.03,0.01
5598,0.46,-9.99,0.36,26.36,0.03,0.03,0.01
5613,0.46,-10.00,0.36,26.34,0.03,0.03,0.01
5629,0.44,-10.00,0.43,26.36,0.03,0.02,0.01
5646,0.44,-10.00,0.40,26.36,0.03,0.03,0.01
5661,0.45,-9.99,0.41,26.34,0.03,0.03,0.01
5678,0.47,-10.01,0.39,26.37,0.03,0.03,0.01
5693,0.46,-9.99,0.40,26.37,0.03,0.03,0.01
5709,0.45,-10.00,0.37,26.34,0.02,0.02,0.01
5725,0.46,-9.98,0.38,26.35,0.02,0.03,0.01
5741,0.46,-9.98,0.39,26.34,0.03,0.03,0.01
5756,0.48,-9.99,0.39,26.35,0.02,0.03,0.01
5773,0.45,-9.99,0.38,26.34,0.03,0.03,0.01
5788,0.47,-10.00,0.40,26.35,0.03,0.03,0.01
5805,0.45,-10.00,0.37,26.35,0.03,0.03,0.01
5821,0.47,-9.98,0.34,26.32,0.03,0.03,0.01
5836,0.45,-10.00,0.39,26.34,0.03,0.03,0.01
5853,0.46,-9.98,0.39,26.36,0.03,0.03,0.01
5868,0.47,-10.00,0.39,26.36,0.03,0.03,0.01
5884,0.45,-10.00,0.37,26.34,0.03,0.03,0.01
5900,0.49,-9.99,0.37,26.34,0.03,0.03,0.01
5916,0.45,-10.00,0.39,26.36,0.02,0.03,0.01
5932,0.48,-10.01,0.42,26.36,0.02,0.03,0.01
5948,0.49,-10.00,0.37,26.35,0.02,0.03,0.01
5964,0.47,-9.98,0.38,26.36,0.03,0.03,0.01
5980,0.45,-9.99,0.37,26.35,0.03,0.03,0.01
5996,0.47,-9.98,0.34,26.34,0.03,0.03,0.01
6011,0.46,-9.99,0.40,26.36,0.03,0.02,0.01
6028,0.47,-9.99,0.36,26.36,0.03,0.03,0.01
6043,0.46,-10.00,0.38,26.37,0.03,0.02,0.01
6060,0.46,-10.00,0.38,26.36,0.03,0.02,0.01
6075,0.46,-10.00,0.39,26.35,0.03,0.03,0.01
6091,0.47,-9.99,0.36,26.35,0.03,0.02,0.01
6107,0.45,-9.98,0.41,26.34,0.02,0.03,0.01
6123,0.45,-10.00,0.38,26.37,0.03,0.03,0.01
6139,0.47,-9.99,0.35,26.36,0.03,0.03,0.01
6155,0.46,-9.98,0.38,26.35,0.03,0.02,0.01
6171,0.47,-9.99,0.40,26.34,0.03,0.03,0.01
6187,0.47,-9.99,0.38,26.35,0.03,0.03,0.01
6203,0.47,-10.00,0.39,26.34,0.03,0.02,0.01
6218,0.47,-10.00,0.40,26.36,0.03,0.02,0.01
6235,0.47,-10.00,0.39,26.34,0.03,0.02,0.01
6250,0.45,-10.00,0.36,26.34,0.03,0.03,0.01
6266,0.44,-9.99,0.37,26.36,0.02,0.03,0.01
6282,0.46,-9.98,0.40,26.34,0.02,0.03,0.01
6298,0.47,-9.99,0.38,26.36,0.02,0.03,0.01
6313,0.47,-10.00,0.40,26.34,0.03,0.03,0.01
6330,0.46,-9.99,0.40,26.34,0.03,0.03,0.01
6346,0.46,-10.00,0.36,26.34,0.03,0.03,0.01
6362,0.48,-10.01,0.35,26.35,0.03,0.03,0.01
6378,0.45,-10.00,0.38,26.35,0.03,0.03,0.01
6393,0.48,-9.98,0.41,26.37,0.03,0.02,0.01
6410,0.45,-9.99,0.42,26.35,0.03,0.03,0.01
6425,0.45,-10.00,0.41,26.34,0.03,0.03,0.01
6441,0.47,-9.99,0.41,26.35,0.03,0.02,0.01
6457,0.47,-10.00,0.37,26.34,0.03,0.03,0.01
6473,0.47,-10.01,0.39,26.34,0.03,0.03,0.01
6490,0.45,-10.00,0.35,26.36,0.03,0.03,0.01
6505,0.46,-9.99,0.39,26.36,0.03,0.03,0.01
6521,0.47,-9.99,0.39,26.35,0.03,0.03,0.01
6537,0.46,-9.99,0.37,26.34,0.03,0.03,0.01
6553,0.46,-9.99,0.40,26.33,0.03,0.03,0.01
6568,0.47,-10.01,0.40,26.34,0.03,0.03,0.01
