Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX,gY,gZ
4237,0.83,-0.19,10.42,27.59,0.03,0.02,0.01
4252,0.82,-0.17,10.39,27.59,0.03,0.03,0.01
4269,0.85,-0.18,10.41,27.59,0.03,0.02,0.01
4285,0.84,-0.18,10.42,27.60,0.03,0.02,0.01
4300,0.84,-0.19,10.43,27.60,0.03,0.02,0.01
4317,0.82,-0.18,10.39,27.58,0.03,0.03,0.01
4332,0.82,-0.19,10.39,27.59,0.03,0.02,0.01
4348,0.83,-0.19,10.42,27.60,0.03,0.02,0.01
4365,0.83,-0.17,10.39,27.58,0.03,0.03,0.01
4380,0.84,-0.19,10.40,27.60,0.03,0.02,0.01
4397,0.82,-0.18,10.40,27.58,0.03,0.02,0.01
4412,0.83,-0.19,10.40,27.58,0.03,0.02,0.01
4428,0.82,-0.20,10.42,27.61,0.03,0.02,0.01
4444,0.84,-0.17,10.43,27.60,0.03,0.03,0.01
4460,0.84,-0.19,10.44,27.58,0.03,0.03,0.01
4476,0.81,-0.17,10.42,27.59,0.03,0.03,0.01
4492,0.81,-0.20,10.42,27.59,0.03,0.02,0.01
4508,0.82,-0.20,10.43,27.59,0.03,0.03,0.01
4524,0.83,-0.20,10.43,27.61,0.03,0.03,0.01
4540,0.84,-0.18,10.41,27.60,0.03,0.03,0.01
4555,0.83,-0.19,10.45,27.61,0.03,0.03,0.01
4572,0.85,-0.17,10.42,27.58,0.03,0.03,0.01
4588,0.84,-0.18,10.41,27.59,0.03,0.02,0.01
4603,0.82,-0.17,10.40,27.59,0.03,0.03,0.01
4620,0.82,-0.17,10.38,27.59,0.03,0.03,0.01
4635,0.83,-0.16,10.41,27.58,0.03,0.02,0.01
4652,0.83,-0.18,10.43,27.58,0.03,0.03,0.01
4667,0.84,-0.20,10.40,27.58,0.03,0.02,0.01
4683,0.82,-0.19,10.41,27.59,0.03,0.03,0.01
4700,0.84,-0.19,10.41,27.59,0.03,0.03,0.01
4715,0.82,-0.18,10.37,27.58,0.03,0.02,0.01
4731,0.84,-0.19,10.41,27.59,0.03,0.02,0.01
4747,0.84,-0.19,10.42,27.58,0.03,0.03,0.01
4763,0.82,-0.18,10.41,27.60,0.03,0.03,0.01
4779,0.83,-0.19,10.40,27.60,0.03,0.02,0.01
4795,0.83,-0.19,10.40,27.59,0.03,0.03,0.01
4811,0.83,-0.18,10.42,27.59,0.03,0.03,0.01
4827,0.82,-0.17,10.44,27.58,0.03,0.03,0.01
4843,0.83,-0.18,10.42,27.58,0.03,0.03,0.01
4858,0.82,-0.18,10.43,27.58,0.03,0.03,0.01
4875,0.83,-0.19,10.40,27.59,0.03,0.03,0.01
4891,0.83,-0.18,10.40,27.59,0.03,0.02,0.01
4907,0.83,-0.20,10.38,27.59,0.03,0.03,0.01
4923,0.83,-0.20,10.39,27.58,0.03,0.03,0.01
4938,0.83,-0.18,10.44,27.59,0.03,0.03,0.01
4955,0.84,-0.17,10.42,27.60,0.03,0.02,0.01
4970,0.83,-0.18,10.40,27.59,0.03,0.03,0.01
4986,0.83,-0.18,10.41,27.59,0.03,0.03,0.01
5003,0.82,-0.19,10.42,27.57,0.03,0.03,0.01
5018,0.81,-0.20,10.40,27.59,0.03,0.03,0.01
5035,0.82,-0.20,10.40,27.61,0.03,0.02,0.01
5050,0.82,-0.18,10.42,27.59,0.03,0.02,0.01
5066,0.82,-0.21,10.42,27.60,0.03,0.02,0.01
5082,0.83,-0.20,10.44,27.59,0.03,0.02,0.01
5098,0.84,-0.18,10.45,27.59,0.03,0.03,0.01
5114,0.85,-0.18,10.41,27.60,0.03,0.03,0.01
5130,0.82,-0.20,10.43,27.59,0.03,0.03,0.01
5146,0.83,-0.19,10.37,27.60,0.03,0.03,0.01
5161,0.82,-0.20,10.41,27.58,0.03,0.03,0.01
5178,0.83,-0.19,10.43,27.61,0.03,0.03,0.01
