Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX (°/s),gY (°/s),gZ (°/s)
23621,6424.00,-380.00,-14500.00,25.38,166.00,180.00,103.79.00
23516,6572.00,-312.00,-14460.00,25.33,167.00,169.00,86.00
23621,6424.00,-380.00,-14500.00,25.38,166.00,180.00,103.MPU-6050 connected!
Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX (°/s),gY (°/s),gZ (°/s)
27,6492.00,-344.00,-14460.00,25.28,185.00,171.00,109.00
188,6500.00,-352.00,-14408.00,25.33,178.00,161.00,107.00
293,6404.00,-240.00,-14524.00,25.38,176.00,203.00,81.00
398,6504.00,-360.00,-14532.00,25.38,189.00,184.00,83.00
503,6476.00,-280.00,-14432.00,25.24,184.00,209.00,90.00
609,6452.00,-320.00,-14600.00,25.28,198.00,188.00,81.00
713,6440.00,-352.00,-14560.00,25.24,202.00,179.00,111.00
819,6460.00,-312.00,-14508.00,25.38,172.00,186.00,93.00
923,6568.00,-192.00,-14644.00,25.33,172.00,168.00,115.00
1029,6464.00,-248.00,-14512.00,25.38,180.00,158.00,100.00
1133,6484.00,-316.00,-14568.00,25.33,186.00,190.00,98.00
1239,6512.00,-332.00,-14412.00,25.28,181.00,163.00,73.00
1343,6468.00,-208.00,-14364.00,25.24,186.00,180.00,106.00
1448,6564.00,-204.00,-14404.00,25.38,187.00,200.00,119.00
1554,6456.00,-316.00,-14504.00,25.28,186.00,208.00,108.00
1658,6468.00,-368.00,-14456.00,25.38,185.00,185.00,122.00
1764,6444.00,-252.00,-14420.00,25.19,207.00,195.00,112.00
1869,6472.00,-220.00,-14336.00,25.28,201.00,189.00,120.00
1974,6476.00,-304.00,-14344.00,25.38,194.00,186.00,104.00
2079,6468.00,-280.00,-14488.00,25.33,161.00,170.00,97.00
2184,6476.00,-300.00,-14332.00,25.38,194.00,192.00,107.00
2289,6460.00,-276.00,-14724.00,25.38,181.00,184.00,99.00
2395,6480.00,-332.00,-14692.00,25.38,177.00,202.00,87.00
2499,6588.00,-392.00,-14536.00,25.33,186.00,177.00,112.00
2605,6420.00,-236.00,-14224.00,25.28,213.00,186.00,106.00
2709,6500.00,-300.00,-14396.00,25.38,163.00,204.00,85.00
2814,6464.00,-148.00,-14456.00,25.33,149.00,178.00,93.00
2920,6424.00,-172.00,-14564.00,25.28,153.00,203.00,99.00
3024,6460.00,-244.00,-14500.00,25.42,185.00,199.00,98.00
3130,6472.00,-268.00,-14568.00,25.33,174.00,235.00,83.00
3234,6508.00,-312.00,-14504.00,25.28,197.00,185.00,92.00
