Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX (°/s),gY (°/s),gZ (°/s)
Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX (°/s),gY (°/s),gZ (°/s)
27,0.00,0.00,0.00,36.53,0.00,0.00,0.00
171,17076.00,36.00,1216.00,24.11,158.00,186.00,74.00
276,17076.00,180.00,1300.00,24.06,170.00,179.00,92.00
380,17124.00,44.00,1396.00,24.20,190.00,204.00,91.00
485,17036.00,132.00,1396.00,24.15,215.00,187.00,104.00
590,17096.00,156.00,1328.00,24.15,174.00,220.00,100.00
696,17088.00,140.00,1380.00,24.20,198.00,195.00,124.00
800,17124.00,24.00,1392.00,24.11,158.00,201.00,117.00
906,17168.00,152.00,1380.00,24.20,198.00,202.00,106.00
1010,17056.00,132.00,1388.00,24.25,167.00,205.00,111.00
1116,17024.00,188.00,1472.00,24.29,207.00,177.00,126.00
1220,17072.00,140.00,1408.00,24.20,184.00,200.00,79.00
1326,17072.00,132.00,1212.00,24.29,191.00,183.00,79.00
1431,17060.00,132.00,1248.00,24.25,181.00,210.00,101.00
1536,17004.00,92.00,1440.00,24.29,170.00,177.00,105.00
1641,16956.00,80.00,1176.00,24.34,179.00,176.00,93.00
1745,16984.00,72.00,1272.00,24.34,157.00,195.00,102.00
1851,17008.00,80.00,1504.00,24.39,176.00,174.00,78.00
1955,17036.00,124.00,1308.00,24.34,187.00,160.00,99.00
2061,17088.00,-24.00,1232.00,24.29,187.00,202.00,73.00
2165,16948.00,112.00,1300.00,24.34,184.00,179.00,107.00
2271,17092.00,128.00,1396.00,24.34,164.00,186.00,71.00
2375,17028.00,116.00,1280.00,24.29,178.00,212.00,87.00
2481,16928.00,12.00,1248.00,24.34,183.00,193.00,103.00
2586,17012.00,48.00,1392.00,24.34,199.00,182.00,96.00
2691,17068.00,120.00,1320.00,24.34,193.00,186.00,83.00
2796,17040.00,204.00,1300.00,24.44,186.00,212.00,97.00
2900,16992.00,100.00,1172.00,24.29,166.00,190.00,79.00
3006,17112.00,128.00,1244.00,24.44,182.00,197.00,85.00
3110,17096.00,76.00,1408.00,24.44,179.00,165.00,105.00
3216,17080.00,144.00,1248.00,24.39,152.00,172.00,118.00
3320,17060.00,96.00,1308.00,24.34,170.00,194.00,86.00
3426,17056.00,76.00,1332.00,24.29,216.00,173.00,107.00
3531,17096.00,112.00,1284.00,24.29,171.00,196.00,67.00
3636,17068.00,112.00,1244.00,24.44,166.00,215.00,62.00
3741,17072.00,64.00,1428.00,24.48,184.00,146.00,99.00
3846,16972.00,64.00,1332.00,24.34,173.00,169.00,101.00
3951,17092.00,140.00,1336.00,24.44,171.00,179.00,106.00
4056,17080.00,88.00,1188.00,24.44,189.00,186.00,105.00
4161,16968.00,40.00,1320.00,24.44,167.00,188.00,96.00
4265,17052.00,72.00,1360.00,24.44,203.00,196.00,129.00
4371,16980.00,68.00,1504.00,24.44,197.00,194.00,93.00
4475,16980.00,88.00,1324.00,24.44,171.00,186.00,97.00
4581,17136.00,92.00,1196.00,24.39,174.00,170.00,88.00
4685,17004.00,92.00,1228.00,24.48,163.00,173.00,118.00
4791,17004.00,16.00,1288.00,24.39,156.00,167.00,79.00
4895,17088.00,84.00,1372.00,24.48,177.00,167.00,98.00
5001,17104.00,76.00,1304.00,24.44,165.00,205.00,86.00
5105,17052.00,28.00,1348.00,24.53,183.00,163.00,95.00
5211,17112.00,128.00,1368.00,24.44,179.00,190.00,86.00
5316,17096.00,4.00,1252.00,24.44,135.00,154.00,114.00
5421,17060.00,76.00,1364.00,24.48,167.00,185.00,124.00
5526,17052.00,128.00,1392.00,24.48,172.00,172.00,80.00
5630,17144.00,252.00,1504.00,24.53,186.00,184.00,103.00
5736,16908.00,120.00,1228.00,24.44,211.00,199.00,73.00
5840,17080.00,52.00,1228.00,24.44,211.00,186.00,95.00
5946,17000.00,60.00,1364.00,24.58,181.00,174.00,100.00
6050,17060.00,184.00,1436.00,24.44,182.00,210.00,91.00
6156,16996.00,68.00,1276.00,24.48,165.00,189.00,97.00
6260,17048.00,84.00,1356.00,24.53,182.00,182.00,102.00
6366,17068.00,152.00,1264.00,24.48,187.00,175.00,90.00
6471,17008.00,112.00,1244.00,24.44,184.00,185.00,85.00
6576,16988.00,68.00,1248.00,24.53,167.00,186.00,104.00
6681,17024.00,60.00,1504.00,24.44,167.00,175.00,92.00
6786,17068.00,128.00,1432.00,24.48,174.00,200.00,94.00
6891,17008.00,-36.00,1332.00,24.44,186.00,183.00,76.00
6995,17020.00,208.00,1316.00,24.48,187.00,178.00,102.00
7101,17048.00,160.00,1224.00,24.48,189.00,179.00,117.00
7205,17112.00,184.00,1280.00,24.48,183.00,210.00,96.00
7311,17032.00,16.00,1356.00,24.53,190.00,194.00,122.00
7416,17028.00,80.00,1172.00,24.53,182.00,197.00,106.00
7521,16992.00,64.00,1228.00,24.53,163.00,152.00,75.00
7626,17068.00,24.00,1372.00,24.53,188.00,176.00,84.00
7731,17012.00,52.00,1260.00,24.48,169.00,194.00,107.00
7836,17064.00,108.00,1252.00,24.62,190.00,182.00,99.00
7941,17216.00,112.00,1324.00,24.58,202.00,189.00,105.00
8046,16980.00,128.00,1240.00,24.48,181.00,193.00,86.00
8151,17020.00,228.00,1200.00,24.58,147.00,196.00,101.00
8256,16952.00,168.00,1212.00,24.58,179.00,191.00,98.00
8361,17064.00,164.00,1392.00,24.53,167.00,200.00,86.00
