Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX (°/s),gY (°/s),gZ (°/s)
47033,15028.00,76.00,-6816.00,25.24,173.00,166.00,110.00
47138,14916.00,92.00,-6868.00,25.28,108.00,25.33,179.00
47033,15028.00,76.00,-6816.00,25.24,173.00,166.00,110.00
Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX (°/s),gY (°/s),gZ (°/s)
27,15072.00,-36.00,-6848.00,25.33,222.00,175.00,81.00
186,14980.00,-40.00,-6848.00,25.33,185.00,176.00,107.00
291,14912.00,0.00,-6956.00,25.28,157.00,193.00,91.00
396,15040.00,-44.00,-6988.00,25.33,143.00,173.00,122.00
501,15060.00,36.00,-6884.00,25.28,184.00,187.00,110.00
606,14964.00,0.00,-6988.00,25.28,178.00,191.00,108.00
711,15144.00,20.00,-6872.00,25.38,214.00,182.00,103.00
816,15080.00,28.00,-6792.00,25.28,183.00,205.00,82.00
921,15156.00,-100.00,-6844.00,25.33,176.00,204.00,93.00
1026,15004.00,8.00,-6968.00,25.28,198.00,186.00,111.00
1131,14952.00,-28.00,-6896.00,25.19,171.00,164.00,88.00
1235,15028.00,72.00,-6848.00,25.19,203.00,176.00,81.00
1341,15028.00,-48.00,-6756.00,25.24,197.00,178.00,103.00
1445,14944.00,-44.00,-6864.00,25.28,159.00,184.00,97.00
1551,15040.00,36.00,-6984.00,25.33,191.00,173.00,113.00
1655,15068.00,32.00,-6876.00,25.33,189.00,164.00,107.00
1761,15028.00,44.00,-6884.00,25.28,182.00,173.00,110.00
1866,15080.00,-32.00,-6868.00,25.28,178.00,161.00,99.00
1971,15068.00,-28.00,-6872.00,25.24,153.00,173.00,93.00
2076,15136.00,-8.00,-6856.00,25.24,171.00,190.00,97.00
2181,15016.00,-8.00,-6836.00,25.24,199.00,195.00,97.00
2286,15008.00,-32.00,-6836.00,25.28,170.00,188.00,85.00
2391,14940.00,-84.00,-6836.00,25.24,222.00,153.00,110.00
2496,14972.00,20.00,-6740.00,25.24,175.00,192.00,87.00
2600,15052.00,4.00,-6776.00,25.28,159.00,198.00,90.00
2706,14992.00,-28.00,-6792.00,25.33,172.00,207.00,113.00
2810,15036.00,-28.00,-6984.00,25.33,186.00,199.00,106.00
2916,15032.00,-8.00,-6904.00,25.28,205.00,197.00,86.00
3020,15064.00,20.00,-6884.00,25.24,182.00,200.00,121.00
3126,14876.00,-28.00,-6712.00,25.42,171.00,191.00,108.00
3230,15012.00,-8.00,-7008.00,25.28,165.00,185.00,102.00
3336,14996.00,-20.00,-7016.00,25.24,169.00,217.00,112.00
3441,15004.00,-76.00,-6948.00,25.24,160.00,201.00,96.00
3546,15020.00,-164.00,-6916.00,25.38,183.00,184.00,91.00
3651,15080.00,12.00,-6956.00,25.24,148.00,187.00,80.00
3756,15064.00,0.00,-6944.00,25.33,165.00,189.00,112.00
3861,15056.00,8.00,-6872.00,25.33,171.00,177.00,91.00
3965,15020.00,-24.00,-6932.00,25.24,172.00,168.00,94.00
4071,15052.00,32.00,-6744.00,25.28,190.00,166.00,95.00
4175,15040.00,28.00,-7084.00,25.28,201.00,211.00,123.00
4281,15084.00,-12.00,-6904.00,25.24,218.00,195.00,80.00
4385,15040.00,128.00,-6888.00,25.33,180.00,146.00,111.00
4491,15148.00,4.00,-6936.00,25.24,179.00,220.00,115.00
4595,14980.00,-44.00,-6948.00,25.28,168.00,175.00,106.00
4701,14964.00,56.00,-6904.00,25.33,173.00,197.00,95.00
4805,15012.00,-80.00,-6872.00,25.24,193.00,208.00,106.00
4911,15048.00,-8.00,-6812.00,25.28,173.00,179.00,89.00
5015,15004.00,-36.00,-6884.00,25.19,202.00,181.00,91.00
5121,15040.00,-16.00,-6852.00,25.24,170.00,185.00,116.00
5226,15012.00,-80.00,-6792.00,25.19,183.00,176.00,87.00
5330,15048.00,-28.00,-6940.00,25.33,172.00,180.00,99.00
5436,14980.00,-32.00,-6992.00,25.28,163.00,164.00,109.00
5540,14972.00,0.00,-6852.00,25.38,208.00,195.00,102.00
5646,14944.00,92.00,-6804.00,25.24,189.00,193.00,76.00
5750,15072.00,48.00,-7140.00,25.28,181.00,179.00,98.00
5856,15064.00,28.00,-6992.00,25.33,186.00,176.00,88.00
5960,15004.00,-12.00,-6992.00,25.28,175.00,182.00,84.00
6066,14988.00,0.00,-6904.00,25.28,192.00,167.00,140.00
6170,15124.00,56.00,-6876.00,25.28,163.00,186.00,96.00
6276,15088.00,48.00,-6972.00,25.28,154.00,201.00,89.00
6380,14892.00,44.00,-6964.00,25.33,182.00,152.00,107.00
6486,14948.00,-68.00,-7008.00,25.28,178.00,180.00,116.00
