Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX (°/s),gY (°/s),gZ (°/s)
38002,16676.00,164.00,-2420.00,25.24,189.00,176.00,107.00
38107,16648.00,16.00,-2596.00,25.09,164.00,144.00,115.00
38002,16676.00,164.00,-2420.00,25.24,189.00,176.00,107.00
38107,16648.00,16.00,-2596.00,25.09,164.00,144.00,115.00
38002,16676.00,164.00,-2420.00,25.24,189.00,176.00,107.00
38107,16648.00,16.00,-2596.00,25.09,164.00,144.00,115.00
Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX (°/s),gY (°/s),gZ (°/s)
27,16648.00,20.00,-2652.00,25.09,139.00,205.00,104.00
186,16700.00,36.00,-2480.00,25.14,170.00,179.00,115.00
291,16688.00,76.00,-2524.00,25.14,173.00,169.00,109.00
396,16640.00,8.00,-2440.00,25.14,157.00,182.00,116.00
501,16564.00,64.00,-2564.00,25.19,165.00,210.00,94.00
606,16600.00,36.00,-2696.00,25.09,203.00,150.00,96.00
711,16636.00,152.00,-2436.00,25.14,215.00,150.00,113.00
816,16604.00,104.00,-2560.00,25.09,191.00,191.00,110.00
921,16704.00,144.00,-2440.00,25.19,160.00,166.00,118.00
1026,16612.00,104.00,-2404.00,25.19,163.00,196.00,116.00
1131,16588.00,104.00,-2436.00,25.05,181.00,177.00,115.00
1236,16620.00,12.00,-2544.00,25.09,176.00,173.00,99.00
1341,16676.00,4.00,-2440.00,25.14,174.00,160.00,88.00
1446,16652.00,120.00,-2472.00,25.14,205.00,196.00,107.00
1551,16728.00,96.00,-2416.00,25.19,179.00,206.00,107.00
1656,16616.00,28.00,-2408.00,25.19,160.00,166.00,83.00
1761,16628.00,48.00,-2688.00,25.19,155.00,157.00,97.00
1866,16628.00,32.00,-2464.00,25.24,172.00,186.00,105.00
1971,16672.00,44.00,-2408.00,25.09,205.00,152.00,93.00
2076,16692.00,28.00,-2396.00,25.14,182.00,205.00,102.00
2181,16684.00,72.00,-2496.00,25.09,185.00,178.00,98.00
2286,16652.00,116.00,-2408.00,25.14,165.00,156.00,113.00
2392,16504.00,-4.00,-2516.00,25.19,167.00,219.00,103.00
2496,16712.00,44.00,-2512.00,25.09,177.00,171.00,100.00
2601,16716.00,32.00,-2564.00,25.19,189.00,182.00,98.00
2706,16660.00,56.00,-2476.00,25.19,164.00,154.00,91.00
2811,16636.00,8.00,-2420.00,25.00,192.00,192.00,106.00
2916,16612.00,40.00,-2552.00,25.09,180.00,183.00,107.00
3021,16700.00,40.00,-2324.00,25.19,179.00,174.00,109.00
3126,16560.00,4.00,-2576.00,25.19,192.00,211.00,102.00
3231,16688.00,40.00,-2524.00,25.19,208.00,184.00,94.00
3336,16632.00,96.00,-2440.00,25.09,190.00,219.00,122.00
3441,16588.00,124.00,-2584.00,25.19,169.00,189.00,86.00
3546,16672.00,24.00,-2688.00,25.14,133.00,154.00,85.00
