Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX (°/s),gY (°/s),gZ (°/s)
0732.00,-172.00,-11896.00,25.33,153.00,192.00,196.00,89.00
27300,10828.00,-152.00,-11944.00,25.24,184.00,165.00,102.00
Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX (°/s),gY (°/s),gZ (°/s)
27,10796.00,-200.00,-11904.00,25.33,185.00,197.00,97.00
188,10776.00,-228.00,-12072.00,25.38,170.00,185.00,104.00
293,10840.00,-120.00,-12080.00,25.24,196.00,182.00,93.00
399,10692.00,-200.00,-11944.00,25.33,178.00,199.00,112.00
503,10748.00,-208.00,-11992.00,25.38,165.00,170.00,94.00
609,10720.00,-176.00,-11900.00,25.42,168.00,182.00,94.00
713,10784.00,-92.00,-12084.00,25.38,173.00,177.00,108.00
819,10780.00,-176.00,-12024.00,25.38,178.00,164.00,97.00
923,10828.00,-176.00,-11964.00,25.42,184.00,176.00,82.00
1029,10812.00,-112.00,-12072.00,25.28,200.00,173.00,118.00
1134,10732.00,-264.00,-11944.00,25.42,180.00,157.00,113.00
1239,10800.00,-96.00,-12020.00,25.33,187.00,213.00,93.00
1344,10812.00,-64.00,-11992.00,25.42,158.00,173.00,91.00
1448,10780.00,-160.00,-12136.00,25.28,180.00,202.00,115.00
1554,10840.00,-72.00,-11884.00,25.28,190.00,186.00,115.00
1659,10744.00,-208.00,-11948.00,25.33,204.00,182.00,89.00
1764,10856.00,-188.00,-12060.00,25.38,185.00,176.00,94.00
1869,10728.00,-172.00,-12016.00,25.33,174.00,164.00,96.00
1975,10856.00,-136.00,-12164.00,25.38,204.00,170.00,107.00
2079,10780.00,-240.00,-12116.00,25.33,156.00,171.00,105.00
2185,10840.00,-140.00,-12020.00,25.33,172.00,218.00,98.00
2289,10780.00,-108.00,-12116.00,25.38,174.00,180.00,101.00
2395,10832.00,-124.00,-11912.00,25.38,158.00,173.00,106.00
2500,10812.00,-96.00,-12132.00,25.42,177.00,196.00,87.00
2605,10804.00,-192.00,-12048.00,25.28,169.00,178.00,103.00
2710,10768.00,-168.00,-11972.00,25.24,183.00,187.00,106.00
2816,10772.00,-184.00,-11996.00,25.28,181.00,178.00,82.00
2920,10808.00,-164.00,-12032.00,25.28,187.00,171.00,107.00
3025,10800.00,-212.00,-12040.00,25.38,202.00,193.00,102.00
3131,10860.00,-180.00,-12116.00,25.38,101.00,189.00,70.00
3235,10760.00,-108.00,-11984.00,25.28,190.00,189.00,90.00
3341,10876.00,-164.00,-11828.00,25.33,195.00,173.00,115.00
3446,10900.00,-148.00,-11968.00,25.33,161.00,180.00,102.00
3551,10752.00,-204.00,-11884.00,25.28,200.00,179.00,118.00
3656,10732.00,-68.00,-12008.00,25.33,194.00,162.00,98.00
3761,10728.00,-80.00,-11920.00,25.28,192.00,192.00,98.00
3866,10760.00,-136.00,-12020.00,25.33,175.00,191.00,116.00
3972,10900.00,-200.00,-11820.00,25.38,191.00,208.00,119.00
4076,10728.00,-124.00,-11832.00,25.33,156.00,174.00,101.00
4182,10908.00,-108.00,-11944.00,25.33,166.00,190.00,110.00
4287,10812.00,-100.00,-11880.00,25.24,178.00,190.00,106.00
4391,10720.00,-192.00,-12088.00,25.38,170.00,169.00,93.00
4497,10824.00,-192.00,-11848.00,25.33,198.00,184.00,110.00
4602,10768.00,-128.00,-11912.00,25.28,198.00,175.00,94.00
4707,10808.00,-112.00,-11856.00,25.38,177.00,193.00,100.00
4812,10748.00,-56.00,-12088.00,25.33,162.00,198.00,107.00
4917,10880.00,-104.00,-12056.00,25.28,165.00,196.00,114.00
5022,10704.00,-64.00,-11888.00,25.28,170.00,177.00,112.00
5128,10788.00,-192.00,-12000.00,25.33,164.00,188.00,81.00
5232,10812.00,-140.00,-11964.00,25.28,166.00,183.00,97.00
5338,10728.00,-44.00,-12056.00,25.33,172.00,172.00,112.00
5443,10660.00,-148.00,-12132.00,25.38,202.00,175.00,128.00
5548,10824.00,-140.00,-11924.00,25.38,195.00,180.00,109.00
5653,10720.00,-112.00,-12104.00,25.33,163.00,183.00,109.00
5758,10804.00,-204.00,-11932.00,25.24,184.00,184.00,95.00
5863,10816.00,-52.00,-12184.00,25.28,170.00,172.00,97.00
5968,10800.00,-156.00,-12064.00,25.38,181.00,189.00,94.00
6073,10868.00,-152.00,-11960.00,25.38,173.00,195.00,104.00
6178,10772.00,-144.00,-12072.00,25.33,178.00,190.00,105.00
6284,10892.00,-200.00,-11996.00,25.24,183.00,177.00,96.00
6388,10764.00,-216.00,-12076.00,25.38,180.00,186.00,102.00
6494,10732.00,-136.00,-11940.00,25.38,194.00,186.00,112.00
6599,10772.00,-136.00,-11876.00,25.24,173.00,210.00,96.00
6704,10752.00,-120.00,-11924.00,25.28,147.00,173.00,110.00
6809,10828.00,-128.00,-12032.00,25.28,184.00,171.00,118.00
6915,10784.00,-96.00,-12148.00,25.33,162.00,162.00,106.00
7019,10852.00,-164.00,-11808.00,25.38,178.00,165.00,112.00
7124,10724.00,-180.00,-12084.00,25.38,163.00,192.00,101.00
7229,10780.00,-140.00,-12136.00,25.33,184.00,190.00,105.00
7334,10748.00,-200.00,-12020.00,25.42,185.00,197.00,99.00
7440,10872.00,-176.00,-12248.00,25.38,182.00,155.00,124.00
7544,10792.00,-188.00,-12004.00,25.33,165.00,194.00,131.00
7650,10780.00,-112.00,-11932.00,25.28,176.00,174.00,111.00
7755,10812.00,-180.00,-11896.00,25.38,152.00,215.00,121.00
7860,10764.00,-172.00,-11828.00,25.33,175.00,195.00,101.00
7965,10756.00,-192.00,-11900.00,25.33,166.00,162.00,96.00
8071,10764.00,-112.00,-12044.00,25.38,190.00,184.00,99.00
8175,10720.00,-160.00,-12004.00,25.33,175.00,197.00,117.00
8281,10704.00,-116.00,-11860.00,25.38,186.00,182.00,94.00
8386,10784.00,-112.00,-12024.00,25.24,205.00,180.00,103.00
8491,10768.00,-224.00,-12004.00,25.28,186.00,189.00,117.00
8596,10880.00,-212.00,-11892.00,25.28,178.00,200.00,95.00
8700,10704.00,-136.00,-12028.00,25.33,177.00,164.00,101.00
8806,10752.00,-172.00,-11956.00,25.38,175.00,192.00,95.00
8911,10780.00,-176.00,-11868.00,25.33,184.00,171.00,89.00
9016,10708.00,-164.00,-11912.00,25.28,192.00,191.00,116.00
9121,10912.00,-196.00,-12028.00,25.38,150.00,178.00,110.00
9227,10808.00,-220.00,-12044.00,25.33,162.00,193.00,82.00
9331,10732.00,-176.00,-12088.00,25.42,177.00,176.00,85.00
9437,10792.00,-80.00,-12104.00,25.24,160.00,181.00,85.00
9541,10808.00,-144.00,-11944.00,25.28,189.00,196.00,109.00
9647,10840.00,-204.00,-12076.00,25.28,160.00,204.00,80.00
9752,10732.00,-180.00,-11996.00,25.38,176.00,194.00,106.00
9857,10728.00,-112.00,-12032.00,25.38,185.00,165.00,115.00
9962,10872.00,-108.00,-12088.00,25.38,204.00,180.00,91.00
10067,10856.00,-116.00,-12008.00,25.42,213.00,183.00,94.00
10172,10716.00,-172.00,-12096.00,25.38,192.00,175.00,101.00
10277,10756.00,-172.00,-11868.00,25.24,156.00,191.00,97.00
10383,10780.00,-188.00,-12060.00,25.28,175.00,190.00,114.00
10487,10752.00,-184.00,-12064.00,25.38,169.00,185.00,109.00
10593,10688.00,-152.00,-12044.00,25.24,191.00,183.00,108.00
