Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX (°/s),gY (°/s),gZ (°/s)
Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX (°/s),gY (°/s),gZ (°/s)
27,15732.00,48.00,-5112.00,25.14,176.00,191.00,105.00
186,15828.00,-20.00,-5256.00,25.19,177.00,184.00,92.00
291,15784.00,-84.00,-5292.00,25.19,187.00,177.00,108.00
396,15840.00,28.00,-5244.00,25.24,180.00,175.00,100.00
501,15776.00,32.00,-5168.00,25.19,157.00,174.00,92.00
606,15856.00,-32.00,-5208.00,25.19,178.00,213.00,109.00
711,15752.00,-80.00,-5180.00,25.24,183.00,203.00,114.00
816,15860.00,64.00,-5148.00,25.28,170.00,198.00,97.00
921,15716.00,28.00,-5168.00,25.19,185.00,182.00,118.00
1026,15868.00,-12.00,-5124.00,25.24,183.00,187.00,110.00
1131,15796.00,16.00,-5168.00,25.19,179.00,177.00,100.00
1235,15820.00,104.00,-5104.00,25.24,198.00,180.00,99.00
1341,15768.00,-72.00,-5160.00,25.19,169.00,178.00,100.00
1446,15812.00,-8.00,-5368.00,25.19,191.00,177.00,95.00
1551,15780.00,-28.00,-5064.00,25.19,186.00,186.00,121.00
1656,15868.00,12.00,-5136.00,25.14,186.00,160.00,111.00
1761,15808.00,-84.00,-5140.00,25.28,183.00,199.00,112.00
1866,15896.00,-40.00,-5164.00,25.28,199.00,178.00,122.00
1971,15800.00,-64.00,-5296.00,25.33,178.00,165.00,102.00
2076,15860.00,-80.00,-5124.00,25.14,176.00,182.00,104.00
2182,15832.00,-40.00,-5224.00,25.24,172.00,179.00,100.00
2286,15816.00,108.00,-5192.00,25.09,168.00,185.00,96.00
2392,15760.00,28.00,-5196.00,25.19,179.00,191.00,100.00
2496,15888.00,4.00,-5236.00,25.19,173.00,183.00,111.00
2601,15716.00,-80.00,-5264.00,25.19,168.00,168.00,103.00
2706,15916.00,56.00,-5172.00,25.28,204.00,181.00,96.00
2811,15868.00,60.00,-5180.00,25.19,171.00,170.00,114.00
2916,15732.00,36.00,-5208.00,25.14,187.00,196.00,116.00
3021,15772.00,64.00,-5180.00,25.24,155.00,201.00,81.00
3126,15740.00,40.00,-5352.00,25.24,189.00,182.00,110.00
3231,15836.00,-108.00,-5304.00,25.19,171.00,182.00,101.00
3337,15848.00,-32.00,-5272.00,25.24,180.00,201.00,91.00
3441,15832.00,20.00,-5120.00,25.24,208.00,172.00,128.00
3547,15816.00,-72.00,-5320.00,25.24,193.00,220.00,100.00
3651,15848.00,-12.00,-5240.00,25.24,185.00,200.00,107.00
3757,15724.00,-32.00,-5300.00,25.19,179.00,183.00,103.00
3861,15928.00,-20.00,-5240.00,25.19,189.00,149.00,122.00
3966,15796.00,-60.00,-5280.00,25.09,163.00,182.00,95.00
4071,15792.00,-72.00,-5288.00,25.19,218.00,258.00,100.00
4176,15800.00,-48.00,-5180.00,25.24,193.00,184.00,92.00
4282,15816.00,-48.00,-5152.00,25.24,171.00,216.00,112.00
4386,15796.00,8.00,-5104.00,25.19,191.00,168.00,112.00
4492,15788.00,20.00,-5064.00,25.19,183.00,174.00,93.00
4596,15876.00,32.00,-5240.00,25.19,148.00,195.00,94.00
4702,15816.00,28.00,-5072.00,25.28,177.00,193.00,124.00
4806,15720.00,12.00,-5236.00,25.19,171.00,191.00,137.00
4912,15856.00,48.00,-5140.00,25.24,166.00,187.00,109.00
5016,15752.00,-96.00,-5232.00,25.24,184.00,168.00,100.00
5122,15812.00,28.00,-5280.00,25.24,194.00,160.00,101.00
5227,15844.00,24.00,-5140.00,25.19,186.00,173.00,131.00
5331,15784.00,16.00,-5128.00,25.14,164.00,185.00,112.00
5437,15860.00,-8.00,-5300.00,25.09,179.00,186.00,80.00
5541,15788.00,-20.00,-5196.00,25.19,176.00,165.00,121.00
5647,15888.00,-84.00,-5208.00,25.24,172.00,165.00,98.00
5751,15804.00,-92.00,-5148.00,25.19,195.00,204.00,111.00
5857,15768.00,20.00,-5196.00,25.14,174.00,188.00,107.00
5961,15840.00,80.00,-5132.00,25.24,213.00,207.00,106.00
6067,15884.00,-12.00,-5248.00,25.28,185.00,188.00,109.00
6172,15752.00,-48.00,-5128.00,25.19,164.00,170.00,103.00
6277,15808.00,12.00,-5160.00,25.24,159.00,179.00,104.00
6382,15764.00,100.00,-5252.00,25.14,196.00,185.00,99.00
6487,15760.00,-8.00,-5256.00,25.19,188.00,167.00,106.00
6592,15864.00,0.00,-5312.00,25.24,156.00,193.00,99.00
