Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX (°/s),gY (°/s),gZ (°/s)
Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX (°/s),gY (°/s),gZ (°/s)
9328,3996.00,-304.00,-15108.00,25.47,174.00,172.00,104.00
9434,4096.00,-264.00,-15212.00,25.42,171.00,172.00,87.00
9538,4028.00,-312.00,-15116.00,25.38,192.00,160.00,114.00
9644,4148.00,-312.00,-15152.00,25.47,217.00,187.00,106.00
9748,4140.00,-208.00,-15216.00,25.38,198.00,159.00,89.00
9853,4068.00,-316.00,-15156.00,25.38,181.00,187.00,108.00
9959,4084.00,-240.00,-15156.00,25.33,159.00,191.00,129.00
10063,4104.00,-264.00,-15304.00,25.47,144.00,198.00,107.00
10169,4132.00,-160.00,-15096.00,25.33,167.00,177.00,115.00
10274,4116.00,-176.00,-15192.00,25.38,157.00,167.00,101.00
10379,4156.00,-360.00,-15188.00,25.38,206.00,193.00,89.00
10484,4136.00,-324.00,-15168.00,25.38,172.00,171.00,78.00
10589,4156.00,-240.00,-15152.00,25.33,170.00,150.00,109.00
10694,4100.00,-212.00,-15244.00,25.42,200.00,167.00,104.00
10800,4100.00,-296.00,-15252.00,25.47,181.00,164.00,104.00
10904,4084.00,-304.00,-15104.00,25.33,167.00,163.00,102.00
11010,4124.00,-264.00,-15248.00,25.38,170.00,204.00,117.00
11115,4008.00,-232.00,-15036.00,25.33,163.00,193.00,118.00
11219,3972.00,-236.00,-15008.00,25.38,163.00,181.00,103.00
11325,4180.00,-376.00,-15144.00,25.38,190.00,182.00,99.00
11430,4064.00,-264.00,-15260.00,25.33,191.00,176.00,93.00
11535,4064.00,-240.00,-15236.00,25.47,215.00,173.00,118.00
11640,4040.00,-316.00,-15228.00,25.33,183.00,174.00,72.00
11746,4092.00,-316.00,-15300.00,25.28,164.00,139.00,107.00
11850,4040.00,-324.00,-15228.00,25.33,204.00,194.00,103.00
11956,4064.00,-172.00,-15120.00,25.38,169.00,176.00,122.00
12061,4092.00,-276.00,-15344.00,25.47,184.00,189.00,113.00
12166,4088.00,-232.00,-15052.00,25.33,189.00,193.00,110.00
12271,4036.00,-272.00,-15148.00,25.33,162.00,171.00,87.00
12376,4260.00,-276.00,-15324.00,25.38,181.00,173.00,82.00
12481,4104.00,-132.00,-15304.00,25.38,189.00,176.00,121.00
12587,4224.00,-212.00,-15096.00,25.47,191.00,204.00,103.00
12691,4052.00,-272.00,-15272.00,25.38,192.00,166.00,92.00
12796,4152.00,-212.00,-15116.00,25.38,178.00,210.00,134.00
