Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX (�/s),gY (�/s),gZ (�/s)
45645,1.04,0.01,0.12,29.09,1.28,0.35,1.02
45751,1.03,0.01,0.08,29.14,1.10,1.87,0.97
45855,1.04,0.02,0.10,29.14,1.42,0.21,1.01
45960,1.04,0.01,0.09,29.14,1.44,1.43,0.89
46064,1.04,0.01,0.09,29.14,1.59,0.82,1.09
46169,1.03,0.01,0.10,29.09,1.25,0.84,0.85
46273,1.03,0.02,0.08,29.09,1.49,1.34,1.15
46377,1.03,0.01,0.12,29.19,1.40,0.50,0.79
46482,1.04,0.02,0.07,29.09,1.34,1.53,0.87
46586,1.03,0.01,0.09,29.09,1.26,0.57,1.02
46692,1.04,0.01,0.09,29.05,1.32,1.55,1.07
46796,1.04,0.01,0.09,29.14,1.30,0.40,1.07
46901,1.03,0.01,0.12,29.09,1.21,1.30,0.94
47005,1.04,0.01,0.09,29.09,1.22,0.89,1.00
47110,1.04,0.01,0.12,29.05,1.21,0.77,1.02
47214,1.04,0.01,0.08,29.00,1.40,1.16,1.02
47319,1.04,0.02,0.13,29.09,1.18,0.56,1.03
47423,1.04,0.01,0.07,29.14,1.31,1.50,0.97
47527,1.04,0.02,0.11,29.00,1.41,0.29,1.11
47632,1.03,0.01,0.08,29.09,1.32,1.73,0.93
47737,1.04,0.02,0.09,29.19,1.47,0.60,1.22
47842,1.04,0.01,0.09,29.09,1.22,1.13,0.88
47946,1.04,0.02,0.08,29.09,1.36,1.09,1.15
48051,1.04,0.00,0.08,29.09,-0.18,-0.29,0.84
48155,1.04,0.01,0.07,29.00,1.16,1.49,1.18
48260,1.03,0.02,0.11,29.00,1.29,0.37,0.89
48364,1.04,0.02,0.07,29.09,1.12,1.39,1.00
48468,1.04,0.02,0.10,29.14,1.22,0.50,1.17
48573,1.04,0.01,0.08,29.14,1.22,1.45,0.84
48677,1.04,0.01,0.09,29.00,1.34,0.73,0.98
48783,1.04,0.02,0.11,29.14,1.25,0.97,0.88
48887,1.03,0.01,0.07,29.05,1.44,1.28,1.08
48992,1.03,0.02,0.12,29.09,1.39,0.69,0.79
49096,1.04,0.01,0.08,29.14,1.28,1.63,1.08
49201,1.04,0.02,0.11,29.14,1.55,0.27,0.98
49305,1.04,0.01,0.09,29.14,1.30,1.57,0.93
49410,1.04,0.01,0.10,29.09,1.30,0.29,1.05
49514,1.03,0.01,0.10,29.09,1.13,1.34,0.84
49618,1.04,0.01,0.08,29.05,1.41,0.85,1.05
49723,1.04,0.02,0.11,29.00,1.32,0.71,0.98
49828,1.04,0.01,0.06,29.09,1.37,1.50,1.05
49933,1.03,0.01,0.11,29.05,1.22,0.46,1.12
50037,1.04,0.01,0.08,29.14,1.23,1.56,1.02
50142,1.04,0.02,0.11,29.09,1.24,0.25,1.18
50246,1.03,0.01,0.09,29.09,1.44,1.50,0.96
50351,1.04,0.02,0.10,29.14,1.46,0.60,1.10
50455,1.04,0.01,0.10,29.05,1.50,1.25,0.90
50560,1.04,0.01,0.08,29.14,1.36,0.93,1.05
50664,1.04,0.01,0.12,29.14,1.28,0.85,0.89
50769,1.04,0.01,0.06,29.05,1.31,1.66,1.02
50874,1.04,0.01,0.11,29.14,1.34,-0.07,0.98
50978,1.04,0.01,0.08,29.05,1.15,1.56,0.90
51083,1.03,0.01,0.11,29.14,1.43,0.31,0.98
51187,1.04,0.02,0.10,29.05,1.33,1.46,0.92
51292,1.04,0.01,0.09,29.09,1.26,0.82,1.05
51396,1.03,0.01,0.11,29.19,1.43,1.02,1.08
51501,1.04,0.02,0.08,29.24,1.44,1.04,0.95
51605,1.04,0.01,0.11,29.14,1.16,0.64,0.82
51709,1.04,0.01,0.07,29.09,1.51,1.34,0.95
51815,1.03,0.01,0.10,29.09,1.64,0.34,1.00
51919,1.04,0.01,0.09,29.14,2.62,1.69,0.97
52024,1.04,0.01,0.10,29.09,1.47,0.30,0.90
52128,1.04,0.01,0.10,29.09,1.25,1.26,0.85
52233,1.04,0.01,0.08,29.14,1.31,1.01,0.98
52337,1.03,0.01,0.11,29.14,1.37,0.83,0.89
52442,1.03,0.01,0.06,29.09,1.28,1.05,1.14
52546,1.04,0.01,0.12,29.09,1.27,0.19,1.07
52651,1.04,0.02,0.08,29.19,1.18,1.56,0.92
52755,1.04,0.01,0.10,29.00,1.17,0.81,0.96
52860,1.03,0.01,0.09,29.14,1.25,1.43,1.12
52965,1.04,0.02,0.09,29.24,1.47,0.68,1.11
53069,1.04,0.01,0.10,29.14,1.15,0.97,0.90
53174,1.04,0.02,0.09,29.05,1.42,1.22,1.15
53278,1.04,0.01,0.12,29.09,1.23,0.60,0.89
53383,1.04,0.01,0.07,29.09,1.37,1.69,1.09
53487,1.04,0.02,0.11,29.09,1.56,0.36,1.08
53592,1.02,0.01,0.09,29.00,1.17,1.73,0.97
53696,1.03,0.01,0.09,29.09,1.18,0.31,1.01
53800,1.04,0.00,0.10,29.09,0.99,1.38,0.92
53906,1.03,0.02,0.08,29.14,1.08,0.84,0.95
54010,1.04,0.02,0.11,29.05,1.18,1.08,0.75
54115,1.03,0.01,0.07,29.14,1.50,1.24,1.08
54219,1.04,0.02,0.11,29.19,1.27,0.51,0.89
54324,1.03,0.01,0.07,29.09,1.70,1.73,1.08
54428,1.04,0.01,0.11,29.09,1.40,0.22,1.02
54533,1.04,0.01,0.10,29.14,1.33,1.63,0.93
54637,1.04,0.01,0.09,29.05,1.74,0.40,0.98
54742,1.04,0.01,0.10,29.14,1.11,1.44,0.88
54847,1.04,0.01,0.06,29.09,1.18,0.89,0.89
54951,1.04,0.01,0.12,29.19,1.23,0.65,0.89
55056,1.03,0.01,0.08,29.19,1.24,1.25,0.98
55160,1.04,0.01,0.12,29.19,1.15,0.16,1.03
55265,1.03,0.01,0.10,29.09,1.21,1.78,1.02
55369,1.04,0.01,0.10,29.19,1.30,0.22,0.89
55474,1.04,0.01,0.09,29.14,0.95,1.70,1.15
55578,1.03,0.01,0.09,29.19,1.30,0.56,0.94
55683,1.05,0.01,0.11,29.09,1.31,1.05,0.95
55787,1.03,0.01,0.07,29.05,1.44,1.00,0.94
55892,1.04,0.02,0.11,29.09,1.38,0.71,0.89
55997,1.03,0.02,0.06,29.09,1.05,1.44,1.08
56101,1.04,0.02,0.11,29.09,1.28,0.19,0.78
56206,1.03,0.00,0.08,29.05,1.28,1.81,1.03
56310,1.04,0.01,0.11,29.14,1.23,0.25,0.95
56415,1.03,0.01,0.09,29.09,1.30,1.39,1.14
56519,1.03,0.01,0.09,29.19,1.40,0.56,1.02
56624,1.04,0.01,0.12,29.05,1.05,1.15,0.89
56728,1.03,0.01,0.06,29.05,1.27,1.21,0.98
56833,1.04,0.01,0.12,29.05,1.31,0.30,0.95
56938,1.04,0.01,0.09,29.09,1.19,1.50,1.01
57042,1.04,0.01,0.11,29.09,1.33,0.24,0.97
57147,1.03,0.01,0.08,29.09,1.32,1.56,1.14
57251,1.04,0.01,0.10,29.14,1.24,0.13,1.14
57356,1.03,0.01,0.09,29.14,1.36,1.69,0.88
57460,1.05,0.01,0.09,29.14,1.60,0.66,0.98
57565,1.04,0.01,0.11,29.14,1.22,1.12,0.92
57669,1.04,0.01,0.07,29.09,1.52,1.31,1.02
57774,1.04,0.01,0.12,29.09,1.63,0.39,0.98
57879,1.04,0.01,0.09,29.14,1.18,1.50,0.91
57984,1.05,0.02,0.11,29.14,1.16,0.29,0.82
58088,1.03,0.01,0.09,29.14,1.45,1.42,1.06
58192,1.04,0.01,0.10,29.14,1.57,0.47,0.98
58297,1.04,0.01,0.11,29.14,1.43,0.65,1.02
58401,1.03,0.01,0.09,29.09,1.39,0.88,1.07
58506,1.04,0.02,0.12,29.09,1.23,0.60,1.00
58610,1.04,0.01,0.07,29.00,1.44,1.60,0.94
58715,1.04,0.01,0.12,29.14,1.25,0.45,1.01
58819,1.04,0.01,0.08,29.05,1.15,1.68,0.99
