Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX (�/s),gY (�/s),gZ (�/s)
21084,0.52,-0.01,-0.81,24.67,1.34,1.39,0.73
21188,0.53,-0.01,-0.81,24.62,1.45,1.25,0.75
21293,0.51,-0.01,-0.82,24.67,1.34,1.40,0.80
21397,0.51,-0.02,-0.82,24.67,1.21,1.16,0.71
21501,0.52,-0.02,-0.80,24.53,1.19,1.55,0.77
21607,0.52,-0.03,-0.82,24.72,1.16,1.46,0.82
21711,0.52,-0.02,-0.81,24.72,1.29,1.45,0.76
21816,0.52,-0.02,-0.82,24.62,1.27,1.58,0.71
21920,0.52,-0.02,-0.80,24.67,1.26,1.48,0.79
22025,0.51,-0.02,-0.81,24.67,1.30,1.25,0.86
22129,0.52,-0.01,-0.81,24.77,1.34,1.44,0.82
22234,0.52,-0.02,-0.82,24.58,1.30,1.44,0.78
22338,0.52,-0.02,-0.80,24.72,1.28,1.33,0.92
22444,0.52,-0.01,-0.81,24.67,1.47,1.43,0.95
22548,0.51,-0.02,-0.81,24.67,1.28,1.24,0.72
22652,0.52,-0.02,-0.81,24.62,1.17,1.49,0.85
22757,0.52,-0.02,-0.81,24.67,1.39,1.77,0.77
22861,0.52,-0.01,-0.82,24.62,1.19,1.49,0.73
22966,0.52,-0.02,-0.81,24.58,1.23,1.32,0.73
23070,0.52,-0.02,-0.81,24.53,1.18,1.40,0.78
23175,0.51,-0.01,-0.82,24.72,1.42,1.47,0.69
23280,0.51,-0.01,-0.82,24.67,1.27,1.31,0.89
23385,0.52,-0.02,-0.82,24.72,1.31,1.40,0.88
23489,0.52,-0.02,-0.81,24.67,1.31,1.60,0.85
23593,0.52,-0.02,-0.82,24.67,1.38,1.56,0.84
23698,0.51,-0.02,-0.81,24.67,1.23,1.46,0.73
23802,0.52,-0.02,-0.82,24.67,1.40,1.31,0.68
23907,0.52,-0.02,-0.81,24.62,1.26,1.61,0.85
24011,0.52,-0.02,-0.82,24.62,1.31,1.51,0.64
24117,0.52,-0.02,-0.82,24.77,1.33,1.47,0.85
24221,0.51,-0.02,-0.82,24.58,1.02,1.46,0.76
24326,0.52,-0.02,-0.81,24.67,1.24,1.39,0.83
24430,0.52,-0.01,-0.82,24.67,1.19,1.34,0.88
24535,0.52,-0.02,-0.81,24.62,1.18,1.53,0.85
24639,0.51,-0.01,-0.81,24.72,1.36,1.40,0.73
24743,0.51,-0.01,-0.82,24.72,1.34,1.33,0.67
24849,0.52,-0.02,-0.81,24.62,1.24,1.48,0.63
24953,0.52,-0.02,-0.81,24.77,1.32,1.31,0.82
25058,0.52,-0.01,-0.81,24.67,1.50,1.30,1.00
25162,0.51,-0.02,-0.81,24.67,1.18,1.34,0.88
25267,0.51,-0.01,-0.81,24.67,1.31,1.27,0.82
25371,0.52,-0.02,-0.81,24.67,1.18,1.23,0.81
25476,0.52,-0.02,-0.82,24.62,1.29,1.43,0.81
25580,0.52,-0.01,-0.82,24.72,1.22,1.44,0.79
25686,0.52,-0.01,-0.82,24.72,1.30,1.23,0.74
25790,0.52,-0.02,-0.82,24.72,1.35,1.54,0.86
25894,0.52,-0.01,-0.81,24.67,1.32,1.37,0.67
25999,0.51,-0.01,-0.81,24.67,1.36,1.58,1.01
26103,0.52,-0.01,-0.82,24.67,1.23,1.31,0.76
26208,0.52,-0.01,-0.82,24.58,1.25,1.37,0.79
26312,0.52,-0.02,-0.82,24.67,1.19,1.29,0.69
26417,0.52,-0.02,-0.82,24.62,1.48,1.42,0.76
26522,0.52,-0.02,-0.82,24.72,1.30,1.37,0.93
26627,0.52,-0.02,-0.81,24.72,1.31,1.50,0.88
26731,0.52,-0.01,-0.82,24.72,1.39,1.33,0.88
26835,0.52,-0.02,-0.81,24.62,1.09,1.27,0.85
26940,0.51,-0.02,-0.82,24.62,1.18,1.22,0.77
27044,0.52,-0.01,-0.81,24.67,1.25,1.47,0.71
27149,0.52,-0.02,-0.80,24.67,1.52,1.33,0.73
27253,0.52,-0.02,-0.81,24.58,1.23,1.45,0.77
