Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX (�/s),gY (�/s),gZ (�/s)
46277,0.08,0.00,0.97,28.91,1.40,0.96,1.09
46382,0.08,0.00,0.94,28.95,1.47,0.81,1.06
46486,0.08,0.00,0.96,28.95,1.42,1.02,0.99
46590,0.08,0.01,0.94,28.91,1.14,0.94,0.98
46695,0.07,0.01,0.95,28.86,1.29,0.94,0.91
46799,0.07,0.01,0.94,28.91,1.30,1.13,1.00
46904,0.08,0.01,0.95,28.91,1.30,1.02,1.06
47008,0.08,0.01,0.95,28.91,1.31,0.93,0.92
47114,0.08,0.01,0.94,28.95,1.25,1.15,1.02
47218,0.08,0.00,0.96,28.95,1.41,0.98,1.01
47323,0.08,0.01,0.95,28.86,1.31,0.88,0.99
47427,0.08,0.00,0.96,28.95,1.47,1.00,1.08
47532,0.08,0.00,0.94,28.95,1.34,0.91,0.85
47636,0.08,0.01,0.96,28.95,1.39,0.92,0.93
47740,0.07,0.01,0.95,28.95,1.40,1.06,1.07
47845,0.08,0.01,0.94,28.91,1.29,1.02,0.89
47949,0.08,0.01,0.95,28.91,1.31,0.92,0.92
48055,0.07,0.00,0.95,28.95,1.27,0.92,0.84
48159,0.08,0.00,0.95,28.81,1.22,0.90,0.89
48264,0.07,0.01,0.94,28.81,1.31,1.04,0.93
48368,0.08,0.00,0.96,28.86,1.42,1.04,1.11
48473,0.08,0.00,0.95,28.86,1.34,0.87,0.92
48577,0.07,0.01,0.95,28.86,1.35,0.88,1.05
48681,0.07,0.01,0.95,28.95,1.36,1.01,0.96
48786,0.07,0.01,0.95,28.86,1.34,0.99,0.96
48890,0.08,0.01,0.96,28.95,1.26,1.19,0.95
48995,0.08,0.01,0.94,28.91,1.28,0.99,0.92
49100,0.08,0.00,0.96,29.00,1.44,0.98,0.86
49205,0.08,0.01,0.95,28.86,1.31,0.86,0.99
49309,0.08,0.00,0.95,28.91,1.23,1.14,1.05
49414,0.08,0.00,0.95,28.95,1.34,0.71,0.84
49518,0.07,0.00,0.95,29.00,1.33,0.95,1.13
49623,0.08,0.01,0.96,29.00,1.34,1.07,1.01
49727,0.07,-0.00,0.94,28.86,1.34,0.92,0.95
49831,0.07,0.00,0.95,28.91,1.40,0.92,1.05
49936,0.08,0.01,0.94,28.91,1.35,1.02,0.95
50040,0.08,0.00,0.95,28.86,1.30,1.06,0.95
50146,0.07,0.01,0.95,28.95,1.43,0.88,1.00
50250,0.07,-0.00,0.96,28.91,1.44,0.89,1.12
50355,0.07,0.01,0.95,28.91,1.51,1.07,1.12
50459,0.08,0.00,0.95,28.95,1.37,0.82,0.93
50564,0.08,0.01,0.95,28.91,1.27,0.98,1.08
50668,0.08,0.00,0.94,28.91,1.40,0.96,1.04
50772,0.07,-0.00,0.96,28.86,1.27,1.11,1.02
50877,0.07,0.00,0.93,28.91,1.17,1.04,0.88
50981,0.08,0.01,0.96,29.00,1.32,1.02,1.11
51087,0.08,0.00,0.94,28.95,1.34,0.93,1.05
51191,0.07,0.00,0.96,28.91,1.40,0.99,0.89
51296,0.08,-0.00,0.95,28.86,1.30,0.90,0.82
51400,0.08,0.01,0.95,28.86,1.40,0.95,1.13
51505,0.07,0.00,0.96,28.86,1.34,1.08,1.00
51609,0.08,0.01,0.94,28.91,1.48,0.87,1.00
51714,0.08,0.00,0.97,28.91,1.40,1.08,1.11
51818,0.08,0.01,0.96,28.86,1.38,0.91,1.07
51922,0.08,0.01,0.95,28.91,1.45,1.19,0.83
52027,0.07,0.01,0.96,29.00,1.48,0.96,0.86
52132,0.07,0.01,0.95,28.77,1.36,1.03,0.95
52237,0.07,0.01,0.95,28.91,1.21,0.93,0.86
52341,0.07,0.01,0.95,28.91,1.24,0.98,1.01
52446,0.08,0.00,0.96,28.91,1.23,1.13,1.08
52550,0.08,0.00,0.94,28.86,1.21,0.89,0.85
52655,0.07,-0.00,0.95,28.95,1.32,1.02,1.01
52759,0.08,0.00,0.94,28.91,1.27,0.98,0.95
52864,0.08,0.01,0.94,28.95,1.38,1.04,0.98
52968,0.08,0.00,0.95,28.95,1.31,1.08,0.98
53072,0.07,0.00,0.95,28.91,1.36,1.04,0.89
53178,0.07,0.01,0.96,28.86,1.47,1.04,1.09
53282,0.08,0.01,0.95,28.95,1.43,1.08,1.11
53387,0.08,0.00,0.96,29.00,1.31,0.99,0.96
53491,0.07,0.01,0.95,28.91,1.31,0.93,1.04
53596,0.08,-0.00,0.95,28.86,1.33,0.95,1.06
53700,0.07,-0.00,0.95,28.91,1.22,0.84,0.98
53805,0.07,0.01,0.94,28.91,1.21,1.13,1.05
53909,0.07,0.00,0.94,28.91,1.22,1.18,1.01
54013,0.07,0.01,0.94,28.86,1.33,0.95,1.07
54119,0.08,0.00,0.95,28.91,1.36,1.19,0.94
54223,0.07,0.01,0.95,28.81,1.45,1.07,1.01
54328,0.07,0.01,0.97,28.86,1.43,0.92,0.91
54432,0.08,-0.00,0.95,28.81,1.31,0.97,0.87
54537,0.08,0.01,0.96,28.95,1.50,1.05,1.04
54641,0.07,0.01,0.95,29.00,1.31,1.02,1.09
54746,0.08,0.00,0.94,28.91,1.49,1.07,1.06
54850,0.08,0.01,0.96,28.86,1.50,1.11,1.09
54955,0.07,0.01,0.95,28.81,1.37,0.86,0.98
55059,0.08,0.00,0.96,28.91,1.32,0.97,1.15
55164,0.08,0.00,0.95,28.86,1.25,0.98,1.06
55269,0.07,0.01,0.95,28.86,1.36,0.94,0.83
55373,0.08,0.00,0.94,29.00,1.23,0.94,1.12
55478,0.07,0.01,0.96,28.86,1.29,1.05,1.08
55582,0.07,0.00,0.96,28.91,1.40,0.95,1.10
55687,0.08,0.01,0.94,28.81,1.41,0.86,0.99
55791,0.07,0.01,0.95,28.86,1.52,0.93,1.14
55896,0.08,0.01,0.94,28.81,1.40,1.03,0.98
56000,0.07,0.00,0.95,28.91,1.35,0.92,1.16
56105,0.08,0.00,0.94,28.95,1.29,0.89,1.04
56210,0.08,0.00,0.98,28.91,1.36,0.98,1.10
56314,0.07,0.00,0.95,28.91,1.36,0.93,0.96
56419,0.08,0.00,0.96,28.77,1.27,1.02,0.93
56523,0.08,0.00,0.95,28.91,1.28,1.00,1.11
56628,0.07,0.01,0.95,28.86,1.33,1.05,1.05
56732,0.08,0.00,0.97,28.86,1.24,1.02,1.24
56837,0.08,0.01,0.94,28.91,1.27,0.93,1.23
56941,0.07,0.01,0.96,28.81,1.13,1.02,1.00
57046,0.08,0.00,0.95,28.95,1.41,1.06,0.83
57151,0.08,0.01,0.94,28.86,1.31,1.03,0.92
57255,0.07,0.00,0.94,28.86,1.30,0.97,1.08
57360,0.07,0.01,0.95,28.86,1.42,0.88,1.18
57464,0.08,0.01,0.96,28.81,1.46,0.96,0.95
57569,0.08,0.01,0.94,28.95,1.60,0.82,1.05
57673,0.07,0.01,0.96,28.91,1.50,1.05,1.01
57778,0.07,0.00,0.94,28.91,1.45,0.94,1.07
57882,0.08,0.00,0.95,28.86,1.49,1.02,1.01
57987,0.08,0.00,0.95,28.91,1.44,0.95,1.12
58091,0.07,0.01,0.96,28.91,1.40,0.93,0.91
58196,0.07,0.01,0.95,28.95,1.33,0.97,0.98
58301,0.07,-0.00,0.94,28.95,1.23,0.92,1.07
58405,0.07,0.00,0.96,28.91,1.26,1.02,1.08
58510,0.08,-0.00,0.95,28.86,1.15,0.98,1.08
58614,0.08,0.01,0.96,28.95,1.36,1.13,0.95
58719,0.07,0.00,0.94,28.91,1.21,0.89,0.87
58823,0.08,0.00,0.95,28.95,1.37,1.08,0.97
58928,0.07,0.00,0.94,28.91,1.45,0.87,0.93
59032,0.08,0.00,0.95,29.00,1.45,1.02,0.99
59138,0.07,0.00,0.95,28.86,1.39,0.91,1.08
59242,0.07,0.01,0.95,28.86,1.29,1.05,1.00
59346,0.07,0.01,0.95,28.91,1.26,1.07,0.90
59451,0.08,0.01,0.95,28.86,1.33,1.07,0.99
59555,0.08,0.01,0.95,28.95,1.40,1.05,1.12
59660,0.07,0.00,0.94,28.91,1.43,1.08,1.01
59764,0.08,0.01,0.95,28.95,1.27,1.11,1.07
59869,0.08,0.00,0.94,28.77,1.37,1.02,1.05
59973,0.08,-0.00,0.95,28.91,1.19,0.95,1.09
60078,0.07,0.00,0.96,28.91,1.27,0.95,0.76
60183,0.08,0.00,0.94,28.95,1.34,0.94,0.96
60288,0.07,0.00,0.95,28.91,1.34,1.01,0.99
60392,0.07,0.00,0.95,28.91,1.44,1.05,1.06
60496,0.07,0.01,0.96,28.86,1.48,1.04,1.05
60601,0.07,0.00,0.94,28.86,1.30,0.85,0.88
60705,0.07,0.01,0.96,29.00,1.43,0.90,0.95
60810,0.07,0.01,0.94,28.95,1.45,0.84,0.98
60914,0.07,0.00,0.95,28.95,1.41,0.98,0.96
61019,0.08,0.01,0.97,29.00,1.33,0.89,0.98
61123,0.08,0.01,0.95,28.86,1.34,1.02,0.98
61229,0.07,0.00,0.96,28.86,1.27,0.96,1.00
61333,0.08,0.00,0.94,28.72,1.26,1.12,1.15
61437,0.08,0.01,0.95,28.81,1.25,1.08,0.98
61542,0.08,0.01,0.95,28.86,1.41,0.95,0.98
61646,0.08,0.00,0.95,28.81,1.32,0.93,1.09
61751,0.07,0.01,0.95,29.00,1.35,0.74,1.02
61855,0.07,0.01,0.95,28.95,1.31,0.98,1.11
61960,0.08,0.01,0.96,28.91,1.37,0.99,1.04
62064,0.08,0.00,0.94,28.91,1.38,0.92,1.11
62170,0.07,0.01,0.96,28.91,1.53,1.02,0.98
62274,0.08,0.01,0.95,28.91,1.29,0.83,0.92
62379,0.07,-0.00,0.96,28.91,1.29,1.02,1.09
62483,0.08,0.00,0.95,28.91,1.41,0.99,1.09
62587,0.08,0.01,0.94,28.86,1.39,1.13,1.19
62692,0.07,0.00,0.95,28.95,1.42,1.17,1.18
62796,0.07,0.00,0.95,28.81,1.35,0.85,1.00
62901,0.07,0.00,0.97,28.91,1.30,1.06,1.15
63005,0.08,0.01,0.95,28.91,1.41,0.96,0.93
63110,0.08,0.01,0.96,28.91,1.41,1.18,0.98
63215,0.07,0.00,0.95,28.91,1.48,0.87,0.86
63320,0.08,-0.00,0.95,28.91,1.44,1.08,0.94
63424,0.07,0.00,0.95,28.91,1.40,0.97,0.96
63528,0.07,0.01,0.95,28.86,1.51,0.92,0.85
63633,0.08,0.01,0.95,28.95,1.44,0.95,1.09
63737,0.08,0.01,0.94,28.86,1.44,0.98,1.11
63842,0.07,0.01,0.96,28.86,1.42,1.05,1.04
63946,0.07,0.01,0.95,28.86,1.18,0.92,0.85
64051,0.08,0.00,0.95,28.95,1.34,1.00,1.07
64156,0.08,0.00,0.94,28.91,1.28,1.06,1.13
64261,0.08,0.01,0.96,28.91,1.08,1.02,0.89
64365,0.07,0.01,0.95,28.95,1.26,0.86,0.96
64470,0.08,0.00,0.95,28.91,1.40,0.98,0.92
64574,0.08,0.01,0.95,28.86,1.38,0.93,0.99
64678,0.08,0.01,0.94,28.91,1.37,0.88,1.15
64783,0.08,0.00,0.96,28.91,1.44,1.04,1.07
64887,0.08,0.00,0.96,28.91,1.37,0.94,1.02
64992,0.08,0.00,0.96,28.86,1.45,1.05,1.08
65096,0.08,0.01,0.95,28.91,1.32,0.89,1.07
65202,0.08,0.00,0.95,28.91,1.23,0.92,0.93
65306,0.08,0.00,0.96,28.95,1.29,1.06,1.02
65411,0.08,0.00,0.95,28.95,1.34,1.07,0.97
65515,0.08,0.00,0.96,28.91,1.24,0.99,0.99
65619,0.07,0.01,0.95,28.81,1.27,0.78,0.84
65724,0.07,0.01,0.96,28.91,1.31,1.08,1.06
65828,0.08,0.01,0.95,28.91,1.14,0.92,1.08
65933,0.08,0.01,0.95,28.95,1.42,0.98,1.02
66037,0.07,0.01,0.95,28.86,1.33,0.96,1.04
66143,0.08,0.01,0.95,28.81,1.42,1.11,0.86
66247,0.08,0.00,0.95,28.91,1.49,0.97,1.20
66352,0.08,0.01,0.94,28.91,1.33,0.93,0.85
66456,0.07,0.01,0.96,28.91,1.40,0.94,0.82
66561,0.08,0.00,0.95,28.91,1.32,0.98,0.95
66665,0.07,0.00,0.95,28.95,1.39,1.08,1.08
66769,0.07,0.00,0.94,28.86,1.44,1.02,1.03
66874,0.08,0.00,0.95,28.95,1.27,1.05,1.01
66978,0.07,0.01,0.96,28.86,1.38,1.03,1.13
67083,0.08,0.01,0.95,28.86,1.33,0.79,1.10
67188,0.08,0.01,0.95,28.81,1.28,0.98,1.01
67293,0.08,0.00,0.95,28.91,1.24,0.98,1.05
67397,0.07,0.00,0.95,28.95,1.36,1.05,0.91
67502,0.08,0.00,0.94,28.86,1.34,0.92,1.05
67606,0.08,-0.00,0.96,28.81,1.35,0.96,1.10
67710,0.07,0.00,0.95,28.86,1.44,1.03,1.15
67815,0.08,0.01,0.95,28.86,1.43,1.02,1.02
67919,0.08,0.01,0.96,28.91,1.43,1.09,1.14
68024,0.07,0.01,0.94,28.95,1.39,0.89,0.97
68129,0.08,0.01,0.96,29.00,1.38,1.12,1.05
68234,0.07,0.00,0.94,28.91,1.30,0.84,0.94
68338,0.07,0.00,0.96,28.91,1.42,1.02,1.08
68443,0.08,0.01,0.95,28.95,1.30,0.92,0.97
68547,0.08,-0.00,0.95,28.86,1.39,0.89,0.80
68652,0.07,0.00,0.94,28.95,1.18,1.02,1.02
68756,0.08,0.01,0.96,28.86,1.44,0.85,1.02
68860,0.07,0.00,0.95,28.95,1.44,1.08,0.95
68965,0.08,0.01,0.95,28.91,1.26,1.00,1.08
69069,0.07,0.01,0.96,29.00,1.35,1.18,1.07
69175,0.07,0.00,0.95,28.86,1.28,1.00,0.98
69279,0.08,0.01,0.96,28.81,1.44,1.11,0.97
69384,0.08,0.00,0.95,28.91,1.48,0.95,0.95
69488,0.07,0.01,0.96,28.86,1.53,1.04,0.89
69593,0.08,0.01,0.95,29.00,1.41,0.90,0.92
69697,0.08,0.01,0.95,28.95,1.37,1.13,1.05
69801,0.08,0.01,0.96,28.86,1.23,1.00,0.84
69906,0.08,0.01,0.95,28.91,1.40,1.08,0.85
70010,0.07,0.01,0.96,28.81,1.23,0.92,0.92
70115,0.08,0.00,0.94,28.86,1.24,0.92,0.94
70220,0.07,0.00,0.96,28.91,1.30,0.99,1.14
70325,0.08,0.00,0.94,29.00,1.37,0.84,0.89
70429,0.08,0.00,0.94,28.86,1.41,0.89,1.17
70534,0.07,-0.00,0.95,28.91,1.36,1.03,1.05
70638,0.08,0.00,0.94,28.81,1.37,0.88,0.98
70743,0.07,0.01,0.95,28.86,1.42,1.02,1.02
70847,0.08,0.01,0.95,28.86,1.29,0.74,1.08
70951,0.07,0.01,0.94,29.00,1.53,1.06,0.99
71056,0.08,0.00,0.95,28.77,1.38,0.85,0.85
71161,0.08,0.01,0.95,28.86,1.44,0.95,1.21
71266,0.07,0.01,0.95,28.91,1.28,0.89,1.04
71370,0.08,0.01,0.95,28.77,1.47,1.05,0.80
71475,0.08,0.01,0.96,28.91,1.26,1.10,0.97
71579,0.08,0.00,0.95,28.81,1.27,0.92,0.98
71684,0.08,0.00,0.96,28.95,1.39,1.12,0.95
71788,0.07,-0.00,0.95,28.86,1.30,0.98,1.02
71892,0.08,0.01,0.96,28.91,1.47,1.15,1.02
71997,0.08,0.01,0.95,28.95,1.42,0.94,1.07
72101,0.08,0.00,0.95,28.86,1.41,0.90,1.01
72207,0.08,0.00,0.95,28.81,1.38,1.16,0.95
72311,0.07,-0.00,0.94,28.77,1.37,1.13,1.06
72416,0.08,0.01,0.96,28.91,1.47,0.90,0.84
72520,0.08,0.00,0.96,28.86,1.46,0.87,1.15
72625,0.08,0.01,0.96,28.91,1.37,1.10,1.18
72729,0.08,0.01,0.94,28.91,1.46,0.96,0.98
72834,0.07,0.01,0.96,28.86,1.41,1.05,0.95
72938,0.07,0.01,0.95,28.86,1.24,1.01,0.90
73042,0.08,0.01,0.96,28.91,1.21,0.89,1.05
73148,0.07,-0.00,0.95,28.81,1.23,0.98,1.02
73252,0.08,0.00,0.94,28.91,1.24,1.15,1.08
73357,0.07,0.01,0.95,28.81,1.31,0.98,0.97
73461,0.07,-0.00,0.94,28.91,1.42,0.85,0.94
73566,0.07,0.01,0.96,28.91,1.37,1.25,0.95
73670,0.08,0.00,0.94,28.91,1.32,1.10,0.98
73775,0.08,0.00,0.96,29.00,1.35,0.89,1.10
73879,0.08,0.01,0.94,28.81,1.37,1.02,1.11
73984,0.08,0.01,0.96,28.86,1.24,1.10,0.92
74089,0.07,0.01,0.95,28.91,1.43,0.91,1.02
74193,0.08,0.01,0.95,28.91,1.26,1.06,1.00
74298,0.07,0.01,0.95,28.86,1.35,1.00,1.03
74402,0.07,0.01,0.95,28.86,1.31,0.83,0.92
74507,0.07,0.00,0.95,28.91,1.27,1.10,1.08
74611,0.08,0.00,0.94,28.81,1.21,0.88,0.85
74716,0.08,0.01,0.95,28.86,1.27,1.00,0.92
74820,0.08,0.00,0.95,28.86,1.40,1.08,0.98
74925,0.08,-0.00,0.95,28.81,1.33,0.89,0.89
75029,0.08,0.00,0.96,28.95,1.34,1.11,0.89
75134,0.08,0.01,0.95,28.91,1.37,0.92,0.89
75239,0.07,0.01,0.95,28.81,1.37,1.15,1.09
75343,0.07,0.01,0.95,29.00,1.44,0.85,0.89
75448,0.08,0.01,0.96,28.86,1.56,0.97,0.95
75552,0.08,-0.00,0.96,28.86,1.20,0.89,1.18
75657,0.08,0.00,0.95,28.81,1.34,0.95,1.05
75761,0.07,0.00,0.95,28.91,1.35,1.09,1.12
75866,0.08,0.00,0.96,28.86,1.34,1.07,1.02
75970,0.07,0.01,0.97,28.81,1.30,1.06,1.00
76076,0.07,0.01,0.95,28.81,1.23,0.89,1.03
76180,0.07,0.00,0.96,28.81,1.35,1.24,1.03
76284,0.08,0.01,0.95,28.91,1.21,0.80,0.99
76389,0.08,-0.00,0.96,28.91,1.45,1.07,1.00
76493,0.08,0.01,0.95,28.91,1.40,1.02,1.16
76598,0.07,-0.00,0.96,28.86,1.44,0.89,1.11
76702,0.07,0.01,0.95,28.91,1.36,1.14,1.02
76807,0.08,0.01,0.94,28.91,1.54,0.92,1.08
76911,0.07,0.01,0.96,28.86,1.42,1.07,1.13
77016,0.08,0.00,0.95,28.91,1.47,0.97,1.17
77121,0.08,0.01,0.96,28.81,1.40,0.99,0.98
77225,0.08,0.01,0.95,28.86,1.32,0.97,1.02
77330,0.08,0.01,0.95,28.86,1.35,0.92,1.09
77434,0.08,0.01,0.96,28.91,1.31,0.87,0.82
77539,0.08,0.01,0.95,28.77,1.22,0.89,0.93
77643,0.07,0.01,0.95,28.86,1.32,0.99,0.95
77748,0.08,0.01,0.95,28.91,1.49,0.94,1.02
77852,0.08,0.00,0.96,28.91,1.33,1.10,0.97
77957,0.08,0.00,0.94,28.86,1.41,0.76,1.05
78062,0.08,0.01,0.96,28.91,1.37,1.00,0.95
78167,0.08,0.00,0.95,28.95,1.37,0.92,0.88
78271,0.07,0.00,0.95,28.91,1.35,0.84,0.89
78375,0.07,0.01,0.96,28.91,1.28,0.96,0.90
78480,0.07,0.01,0.96,28.86,1.44,1.02,0.90
78584,0.07,0.01,0.96,28.81,1.39,1.08,0.95
78689,0.08,0.00,0.95,28.86,1.27,0.98,1.02
78793,0.08,0.00,0.96,28.91,1.35,1.07,1.02
78898,0.07,0.00,0.96,28.91,1.32,1.08,0.94
79002,0.08,0.00,0.96,28.91,1.29,1.02,1.04
79108,0.07,0.01,0.94,28.91,1.32,0.97,0.92
79212,0.08,0.00,0.96,28.91,1.37,1.01,1.11
79316,0.07,0.00,0.95,28.91,1.35,0.95,1.00
79421,0.08,0.00,0.95,28.91,1.35,0.87,1.06
79525,0.07,0.01,0.96,28.91,1.47,1.20,1.06
79630,0.07,0.00,0.95,28.86,1.49,0.94,1.08
79734,0.08,0.00,0.95,28.86,1.37,1.11,1.15
79839,0.07,0.00,0.95,28.81,1.27,0.95,1.11
79943,0.08,0.00,0.96,29.00,1.46,0.94,0.98
80049,0.07,0.01,0.95,28.81,1.50,0.93,0.88
80153,0.08,0.00,0.94,28.81,1.31,0.89,0.98
80258,0.08,0.01,0.95,28.95,1.24,0.94,0.91
80362,0.08,0.01,0.94,28.91,1.34,0.91,0.98
80466,0.07,0.01,0.95,28.81,1.34,1.07,1.00
80571,0.07,0.01,0.95,28.91,1.32,0.92,1.06
80675,0.08,-0.00,0.95,28.95,1.26,1.09,1.00
80780,0.08,0.01,0.94,28.81,1.34,1.06,1.01
80884,0.08,0.00,0.95,28.91,1.34,0.88,1.03
80989,0.08,0.00,0.95,28.95,1.35,1.02,1.02
81094,0.07,0.01,0.96,28.91,1.39,1.01,0.98
81199,0.08,0.00,0.96,28.81,1.40,1.18,0.95
81303,0.08,0.01,0.95,28.91,1.47,0.96,0.85
81408,0.07,0.01,0.96,28.91,1.32,0.96,1.03
81512,0.08,0.01,0.95,28.95,1.34,0.97,0.82
81616,0.07,0.00,0.95,28.86,1.39,1.12,0.85
81721,0.07,0.01,0.94,28.91,1.28,1.00,0.98
81825,0.07,0.01,0.96,28.95,1.25,0.98,0.97
81930,0.08,0.01,0.96,28.91,1.15,0.96,0.92
82035,0.08,0.00,0.94,28.86,1.21,0.84,1.03
82140,0.08,0.01,0.96,28.81,1.45,1.00,1.05
82244,0.07,0.01,0.95,28.95,1.31,0.92,0.89
82349,0.08,0.01,0.95,28.91,1.44,1.00,1.00
82453,0.07,0.01,0.94,28.95,1.32,0.99,1.04
82557,0.07,0.01,0.95,28.95,1.42,0.94,0.97
82662,0.08,0.00,0.95,28.81,1.40,0.92,0.97
82766,0.08,0.00,0.96,28.95,1.39,0.93,1.02
82871,0.07,0.01,0.96,28.91,1.33,1.11,1.13
82975,0.07,0.00,0.95,28.86,1.34,0.88,1.08
83081,0.08,0.00,0.95,28.77,1.31,1.03,0.84
83185,0.08,0.00,0.95,28.95,1.24,1.13,1.03
83290,0.08,0.01,0.95,28.86,1.37,1.08,1.11
83394,0.07,0.00,0.95,28.91,1.17,0.91,1.05
83499,0.08,0.00,0.95,28.91,1.28,0.89,0.95
83603,0.08,0.00,0.96,28.91,1.40,1.09,0.80
83707,0.08,0.00,0.95,28.81,1.47,1.15,1.07
83812,0.08,0.01,0.95,28.95,1.37,1.06,1.11
83916,0.07,0.01,0.95,28.81,1.39,0.90,1.03
84021,0.08,-0.00,0.95,28.95,1.46,1.03,1.15
84126,0.08,0.00,0.94,28.86,1.35,0.96,1.02
84231,0.07,0.00,0.95,28.91,1.44,1.11,0.95
84335,0.07,0.00,0.96,28.95,1.20,1.05,0.92
84440,0.08,0.00,0.95,28.91,1.38,1.12,0.89
84544,0.08,0.00,0.96,28.95,1.31,0.82,0.92
84648,0.08,0.00,0.94,28.86,1.34,0.92,0.93
84753,0.07,0.00,0.96,28.86,1.28,0.91,0.98
84857,0.08,0.00,0.95,28.95,1.29,0.87,1.10
84962,0.07,0.01,0.96,28.95,1.27,1.03,0.91
85067,0.08,0.00,0.95,28.95,1.36,0.91,1.15
85172,0.08,0.00,0.96,28.91,1.36,0.92,1.08
85276,0.07,0.01,0.95,28.81,1.46,1.02,1.02
85381,0.08,0.01,0.96,28.91,1.41,1.07,1.10
85485,0.07,0.01,0.95,28.95,1.40,0.98,1.06
85590,0.07,0.00,0.94,28.86,1.37,1.12,1.18
85694,0.07,0.00,0.95,28.77,1.36,1.08,0.90
85798,0.08,0.00,0.95,28.86,1.37,0.93,1.12
85903,0.08,0.01,0.95,28.86,1.50,0.88,1.05
86007,0.07,0.01,0.94,28.91,1.44,0.98,1.01
86113,0.07,0.01,0.95,28.91,1.38,0.93,0.96
86217,0.08,0.00,0.95,28.91,1.33,1.01,0.99
86322,0.08,0.01,0.95,28.91,1.35,0.86,1.04
86426,0.08,0.00,0.97,28.91,1.34,0.88,1.02
86531,0.07,0.01,0.95,28.95,1.12,0.98,0.86
86635,0.08,0.01,0.95,28.86,1.41,1.08,0.92
86739,0.08,0.01,0.95,28.95,1.26,1.03,0.87
86844,0.07,0.01,0.95,28.86,1.37,0.92,0.95
86948,0.08,0.01,0.94,28.86,1.40,0.92,1.03
87054,0.08,0.00,0.96,28.91,1.33,1.10,1.00
87158,0.08,0.00,0.95,28.81,1.45,1.12,1.00
87263,0.08,0.01,0.95,28.86,1.52,1.09,0.99
87367,0.08,-0.00,0.95,28.91,1.43,1.07,0.87
87472,0.08,0.01,0.94,28.86,1.33,1.11,1.10
87576,0.08,0.00,0.95,28.86,1.26,0.94,1.07
87681,0.07,0.00,0.95,28.91,1.31,1.02,1.14
87785,0.07,0.01,0.95,28.91,1.34,0.99,0.92
87889,0.08,0.01,0.95,28.86,1.30,1.02,0.92
87995,0.07,0.00,0.97,28.95,1.37,0.87,1.15
88099,0.08,0.01,0.95,28.81,1.41,1.16,0.96
88204,0.07,0.01,0.95,29.00,1.39,0.81,0.98
88308,0.08,0.01,0.96,28.86,1.50,1.15,0.96
88413,0.08,0.01,0.95,28.86,1.30,0.88,0.95
88517,0.08,0.00,0.95,28.72,1.44,1.00,1.00
88622,0.07,0.01,0.94,29.00,1.50,0.97,0.95
88726,0.08,-0.00,0.96,28.86,1.34,1.02,1.08
88830,0.08,0.01,0.95,28.91,1.36,1.04,1.21
88935,0.08,0.01,0.95,28.91,1.35,1.01,0.98
89040,0.08,0.01,0.96,28.95,1.27,1.15,1.08
89145,0.08,0.00,0.95,28.86,1.31,0.74,1.08
89249,0.07,0.00,0.96,28.91,1.17,0.92,1.02
89354,0.08,0.01,0.95,28.91,1.34,0.92,0.90
89458,0.07,0.00,0.96,28.86,1.38,1.16,1.04
89563,0.07,-0.00,0.95,28.95,1.31,0.97,1.02
89667,0.08,-0.00,0.96,28.91,1.44,1.11,0.83
89772,0.08,0.00,0.95,28.81,1.37,1.05,0.95
89876,0.07,0.01,0.95,28.95,1.44,1.11,0.99
89981,0.08,0.00,0.95,28.86,1.53,0.99,1.04
90086,0.08,0.00,0.94,28.91,1.24,0.84,0.87
90190,0.07,0.01,0.95,28.86,1.48,1.08,0.97
90295,0.07,0.01,0.94,28.95,1.43,0.95,0.97
90399,0.07,-0.00,0.95,28.91,1.34,0.98,1.16
90504,0.07,-0.00,0.95,28.91,1.30,0.92,1.06
90608,0.07,0.01,0.93,28.95,1.32,0.82,0.97
90713,0.08,0.00,0.95,28.86,1.26,0.98,1.08
90817,0.07,0.01,0.95,28.91,1.34,0.98,0.97
90921,0.07,0.01,0.96,28.86,1.50,1.02,1.01
91027,0.08,0.00,0.94,28.91,1.38,0.98,0.91
91131,0.08,0.00,0.96,28.91,1.28,1.02,0.98
91236,0.08,0.00,0.95,28.81,1.32,0.88,0.95
91340,0.07,-0.00,0.96,28.95,1.34,0.95,0.91
91445,0.07,0.01,0.94,28.81,1.39,0.78,0.94
91549,0.07,0.00,0.95,28.91,1.40,0.97,1.08
91654,0.08,0.00,0.95,28.91,1.25,0.95,1.11
91758,0.08,0.00,0.94,28.91,1.43,0.96,0.94
91863,0.08,0.01,0.96,28.91,1.40,0.99,0.99
91967,0.08,0.00,0.94,28.91,1.25,1.05,1.10
92072,0.08,0.00,0.95,28.91,1.24,1.12,1.00
92177,0.08,0.00,0.95,28.95,1.20,0.99,1.03
92281,0.08,0.01,0.95,28.95,1.42,1.00,0.86
92386,0.08,0.00,0.94,28.95,1.27,0.92,1.11
92490,0.08,0.01,0.96,28.91,1.22,0.97,1.02
92595,0.08,0.01,0.95,28.86,1.51,0.98,1.01
92699,0.08,0.01,0.94,28.95,1.21,0.97,0.95
92804,0.07,0.00,0.97,28.86,1.35,1.09,1.05
92908,0.07,-0.00,0.94,28.91,1.27,0.94,0.98
93014,0.08,0.01,0.96,28.91,1.48,1.08,1.06
