Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX (°/s),gY (°/s),gZ (°/s)
0895,640.00,9352.00,-12480.00,25.52,149.00,202.00,105.00
20790,764.00,9288.00,-12572.00,25.61,191.00,178.00,111.00
20895,640.00,9352.00,-12480.00,25.52,149.00,202.00,105.00
Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX (°/s),gY (°/s),gZ (°/s)
27,764.00,9280.00,-12636.00,25.57,209.00,193.00,108.00
187,740.00,9340.00,-12568.00,25.42,156.00,181.00,105.00
292,752.00,9276.00,-12612.00,25.57,185.00,186.00,101.00
397,640.00,9256.00,-12392.00,25.61,186.00,197.00,100.00
502,712.00,9304.00,-12528.00,25.47,171.00,180.00,102.00
608,732.00,9256.00,-12648.00,25.52,195.00,216.00,129.00
712,760.00,9192.00,-12540.00,25.57,215.00,183.00,77.00
818,700.00,9280.00,-12736.00,25.52,198.00,165.00,85.00
922,732.00,9288.00,-12476.00,25.57,179.00,183.00,124.00
1028,724.00,9280.00,-12528.00,25.61,158.00,180.00,120.00
1132,788.00,9196.00,-12668.00,25.61,190.00,168.00,106.00
1238,732.00,9240.00,-12524.00,25.52,156.00,194.00,117.00
1343,768.00,9228.00,-12544.00,25.61,156.00,181.00,108.00
1447,752.00,9160.00,-12504.00,25.61,211.00,187.00,93.00
1553,732.00,9284.00,-12748.00,25.61,178.00,187.00,120.00
1657,728.00,9412.00,-12580.00,25.57,190.00,163.00,108.00
1763,760.00,9208.00,-12632.00,25.57,195.00,190.00,104.00
1868,756.00,9180.00,-12508.00,25.61,165.00,192.00,110.00
1973,704.00,9296.00,-12504.00,25.66,161.00,167.00,102.00
2078,704.00,9276.00,-12676.00,25.57,172.00,174.00,89.00
2183,704.00,9212.00,-12592.00,25.52,185.00,202.00,118.00
2288,760.00,9240.00,-12572.00,25.47,168.00,179.00,100.00
2394,756.00,9260.00,-12524.00,25.57,214.00,178.00,82.00
2498,716.00,9280.00,-12596.00,25.61,178.00,177.00,106.00
2604,744.00,9324.00,-12568.00,25.47,177.00,167.00,133.00
2709,728.00,9208.00,-12584.00,25.61,148.00,172.00,101.00
