Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX (°/s),gY (°/s),gZ (°/s)
Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX (°/s),gY (°/s),gZ (°/s)
27,528.00,16368.00,848.00,25.42,197.00,191.00,104.00
185,500.00,16292.00,868.00,25.47,201.00,171.00,110.00
290,460.00,16360.00,880.00,25.47,163.00,211.00,98.00
395,536.00,16372.00,736.00,25.47,200.00,178.00,97.00
500,544.00,16272.00,752.00,25.52,192.00,171.00,97.00
605,516.00,16360.00,888.00,25.47,156.00,183.00,112.00
710,484.00,16360.00,908.00,25.57,170.00,183.00,106.00
815,508.00,16248.00,928.00,25.42,179.00,187.00,93.00
920,432.00,16292.00,916.00,25.47,180.00,171.00,88.00
1025,504.00,16252.00,876.00,25.52,180.00,188.00,77.00
1130,500.00,16276.00,944.00,25.47,174.00,183.00,82.00
1234,428.00,16340.00,1012.00,25.42,175.00,161.00,119.00
1340,512.00,16256.00,932.00,25.57,170.00,183.00,92.00
1444,488.00,16272.00,1048.00,25.42,166.00,189.00,124.00
1550,536.00,16324.00,856.00,25.47,194.00,167.00,87.00
1654,652.00,16372.00,836.00,25.57,180.00,188.00,136.00
1760,492.00,16304.00,856.00,25.52,182.00,171.00,102.00
1865,472.00,16328.00,968.00,25.42,177.00,191.00,123.00
1970,568.00,16292.00,772.00,25.38,197.00,172.00,97.00
2075,464.00,16276.00,872.00,25.47,185.00,183.00,116.00
2180,476.00,16232.00,880.00,25.47,169.00,190.00,115.00
2285,524.00,16308.00,936.00,25.47,192.00,205.00,124.00
2390,600.00,16384.00,816.00,25.52,192.00,192.00,108.00
2495,460.00,16164.00,964.00,25.47,184.00,181.00,102.00
2599,480.00,16288.00,756.00,25.38,190.00,195.00,120.00
2705,464.00,16204.00,836.00,25.52,184.00,194.00,120.00
2810,476.00,16256.00,916.00,25.42,171.00,164.00,100.00
2915,504.00,16332.00,856.00,25.47,170.00,176.00,111.00
3020,384.00,16304.00,672.00,25.47,205.00,174.00,97.00
3125,444.00,16292.00,880.00,25.47,186.00,188.00,75.00
3230,620.00,16276.00,932.00,25.47,201.00,174.00,97.00
3335,584.00,16228.00,884.00,25.47,179.00,183.00,117.00
3440,560.00,16272.00,984.00,25.42,175.00,200.00,89.00
3545,380.00,16312.00,964.00,25.52,206.00,199.00,89.00
3650,484.00,16268.00,868.00,25.42,178.00,186.00,110.00
3755,572.00,16292.00,1068.00,25.42,173.00,191.00,98.00
3860,528.00,16316.00,936.00,25.47,180.00,181.00,119.00
3964,396.00,16328.00,776.00,25.42,175.00,185.00,105.00
4070,416.00,16284.00,928.00,25.57,185.00,170.00,120.00
4175,424.00,16296.00,924.00,25.61,164.00,174.00,104.00
4280,556.00,16316.00,904.00,25.47,206.00,190.00,112.00
4385,504.00,16264.00,776.00,25.42,192.00,195.00,86.00
4490,476.00,16324.00,812.00,25.52,192.00,180.00,106.00
4595,472.00,16180.00,804.00,25.47,189.00,185.00,91.00
4700,396.00,16200.00,988.00,25.47,170.00,208.00,96.00
4805,380.00,16348.00,956.00,25.47,188.00,177.00,114.00
4910,528.00,16364.00,912.00,25.42,182.00,187.00,105.00
5015,496.00,16300.00,1088.00,25.57,210.00,207.00,99.00
5120,432.00,16292.00,724.00,25.52,220.00,172.00,107.00
5225,508.00,16280.00,724.00,25.52,192.00,210.00,88.00
5330,480.00,16264.00,832.00,25.42,190.00,183.00,123.00
5435,420.00,16188.00,844.00,25.47,183.00,170.00,77.00
5540,468.00,16220.00,976.00,25.57,179.00,178.00,111.00
5645,524.00,16248.00,976.00,25.38,161.00,190.00,84.00
5750,484.00,16336.00,960.00,25.47,178.00,152.00,87.00
5855,528.00,16356.00,904.00,25.47,191.00,181.00,96.00
5960,476.00,16256.00,780.00,25.38,181.00,189.00,114.00
6065,448.00,16336.00,952.00,25.42,189.00,175.00,126.00
6170,520.00,16228.00,936.00,25.42,156.00,212.00,104.00
6275,560.00,16180.00,884.00,25.47,179.00,186.00,103.00
6380,516.00,16368.00,852.00,25.42,157.00,172.00,82.00
6486,400.00,16288.00,876.00,25.47,172.00,192.00,97.00
6590,552.00,16276.00,872.00,25.47,178.00,165.00,92.00
6695,556.00,16316.00,784.00,25.47,181.00,183.00,78.00
6800,496.00,16244.00,756.00,25.47,189.00,177.00,86.00
6905,576.00,16348.00,1024.00,25.38,178.00,176.00,99.00
7010,476.00,16204.00,708.00,25.42,199.00,213.00,97.00
7115,408.00,16220.00,880.00,25.42,174.00,201.00,104.00
7220,508.00,16340.00,844.00,25.52,169.00,204.00,121.00
7325,464.00,16348.00,980.00,25.47,162.00,193.00,95.00
7430,504.00,16304.00,880.00,25.47,174.00,188.00,123.00
7535,528.00,16300.00,796.00,25.42,193.00,163.00,99.00
7640,520.00,16280.00,956.00,25.47,190.00,197.00,100.00
7745,532.00,16284.00,664.00,25.42,183.00,192.00,90.00
7849,508.00,16332.00,832.00,25.57,185.00,172.00,119.00
7955,484.00,16336.00,892.00,25.42,177.00,171.00,122.00
8060,504.00,16288.00,824.00,25.57,178.00,201.00,117.00
8165,468.00,16388.00,812.00,25.52,158.00,216.00,108.00
8270,528.00,16260.00,796.00,25.42,174.00,169.00,101.00
8375,484.00,16256.00,796.00,25.47,196.00,188.00,70.00
8480,460.00,16244.00,832.00,25.57,213.00,174.00,77.00
8585,460.00,16276.00,680.00,25.42,177.00,181.00,91.00
8690,472.00,16268.00,968.00,25.47,171.00,152.00,126.00
8795,484.00,16328.00,888.00,25.38,180.00,175.00,103.00
8900,520.00,16244.00,936.00,25.42,183.00,203.00,114.00
9005,620.00,16220.00,748.00,25.52,181.00,173.00,92.00
9110,532.00,16236.00,804.00,25.47,186.00,176.00,102.00
9216,456.00,16228.00,972.00,25.42,175.00,190.00,106.00
9320,520.00,16264.00,732.00,25.42,187.00,179.00,116.00
9425,432.00,16376.00,704.00,25.42,165.00,197.00,128.00
9530,544.00,16272.00,880.00,25.47,189.00,177.00,95.00
9635,596.00,16332.00,924.00,25.38,179.00,177.00,113.00
9740,432.00,16212.00,916.00,25.47,176.00,182.00,94.00
9845,468.00,16288.00,1120.00,25.47,194.00,202.00,82.00
9950,516.00,16320.00,816.00,25.52,182.00,214.00,116.00
10055,532.00,16240.00,936.00,25.47,182.00,186.00,112.00
10161,584.00,16248.00,944.00,25.42,168.00,176.00,101.00
10265,396.00,16228.00,852.00,25.52,203.00,201.00,93.00
10371,404.00,16304.00,888.00,25.47,196.00,164.00,129.00
10475,520.00,16248.00,892.00,25.52,192.00,177.00,101.00
