Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX (°/s),gY (°/s),gZ (°/s)
9116,508.00,15964.00,-2716.00,25.52,175.00,201.00,104.00
9221,484.00,15832.00,-2768.00,25.52,180.00,202.00,84.00
9326,552.00,15864.00,-2704.00,25.57,172.00,200.00,94.00
9432,604.00,15848.00,-2768.00,25.57,191.00,172.00,92.00
9536,532.00,15864.00,-2752.00,25.52,183.00,172.00,118.00
9641,600.00,15820.00,-2804.00,25.47,194.00,181.00,99.00
9746,492.00,15800.00,-2944.00,25.52,184.00,182.00,99.00
9851,488.00,15760.00,-2824.00,25.57,157.00,199.00,90.00
9957,528.00,15876.00,-2624.00,25.52,170.00,177.00,124.00
10061,612.00,15820.00,-2756.00,25.47,191.00,183.00,115.00
10167,544.00,15848.00,-2688.00,25.52,180.00,186.00,92.00
10271,544.00,15792.00,-2756.00,25.47,209.00,197.00,89.00
10377,552.00,15792.00,-2808.00,25.52,180.00,190.00,120.00
10482,452.00,15716.00,-2796.00,25.47,191.00,203.00,109.00
10587,504.00,15876.00,-2752.00,25.57,169.00,189.00,126.00
10692,588.00,15888.00,-2632.00,25.42,185.00,166.00,125.00
10798,472.00,15892.00,-2700.00,25.42,168.00,190.00,95.00
10902,496.00,15796.00,-2828.00,25.47,178.00,152.00,111.00
11008,468.00,15832.00,-2908.00,25.52,157.00,177.00,93.00
11113,592.00,15868.00,-2852.00,25.57,181.00,202.00,127.00
11217,604.00,15836.00,-2744.00,25.57,182.00,190.00,111.00
11323,644.00,15808.00,-2824.00,25.61,194.00,209.00,75.00
11427,496.00,15812.00,-2844.00,25.57,189.00,193.00,113.00
11533,536.00,15840.00,-2820.00,25.47,158.00,166.00,67.00
11638,572.00,15836.00,-2744.00,25.61,161.00,192.00,99.00
11743,568.00,15752.00,-2784.00,25.57,172.00,163.00,94.00
11848,524.00,15864.00,-2828.00,25.52,197.00,159.00,103.00
11954,504.00,15928.00,-2680.00,25.47,199.00,192.00,96.00
12058,592.00,15804.00,-2716.00,25.42,197.00,205.00,90.00
12164,560.00,15892.00,-2756.00,25.47,181.00,178.00,94.00
12268,588.00,15812.00,-2816.00,25.52,186.00,155.00,112.00
12374,552.00,15776.00,-2616.00,25.52,169.00,169.00,110.00
12479,508.00,15856.00,-2732.00,25.47,182.00,145.00,112.00
12583,492.00,15820.00,-2832.00,25.57,188.00,181.00,95.00
12689,524.00,15832.00,-2808.00,25.52,195.00,214.00,86.00
12794,516.00,15776.00,-2796.00,25.47,196.00,175.00,120.00
12899,556.00,15860.00,-2872.00,25.61,178.00,179.00,75.00
13004,576.00,15824.00,-2796.00,25.57,184.00,176.00,108.00
13110,544.00,15884.00,-2532.00,25.57,195.00,158.00,96.00
13214,432.00,15872.00,-2632.00,25.52,191.00,193.00,103.00
13320,504.00,15812.00,-2828.00,25.52,203.00,189.00,101.00
13425,692.00,15912.00,-2848.00,25.57,191.00,156.00,106.00
13530,384.00,15872.00,-2972.00,25.57,166.00,159.00,111.00
13635,512.00,15760.00,-2940.00,25.52,171.00,180.00,92.00
13740,500.00,15792.00,-2864.00,25.47,167.00,216.00,121.00
13845,560.00,15792.00,-2716.00,25.47,168.00,211.00,92.00
13950,520.00,15868.00,-2952.00,25.52,207.00,191.00,102.00
14055,548.00,15824.00,-2856.00,25.47,200.00,201.00,107.00
14160,548.00,15852.00,-2772.00,25.47,176.00,174.00,132.00
14266,552.00,15812.00,-2792.00,25.52,191.00,198.00,110.00
