Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX (°/s),gY (°/s),gZ (°/s)
32134,624.00,13452.00,-8164.00,25.61,548.00,163.00,99.00
32239,520.00,13528.00,-8164.00,25.52,696.00,147.00,123.00
Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX (°/s),gY (°/s),gZ (°/s)
27,508.00,13420.00,-8252.00,25.57,195.00,303.00,119.00
187,628.00,13420.00,-8240.00,25.57,160.00,189.00,113.00
292,624.00,13360.00,-8388.00,25.61,148.00,192.00,103.00
397,672.00,13348.00,-8448.00,25.57,200.00,157.00,101.00
502,728.00,13324.00,-8340.00,25.52,133.00,167.00,107.00
608,740.00,13272.00,-8376.00,25.57,170.00,203.00,104.00
712,632.00,13368.00,-8348.00,25.52,196.00,211.00,74.00
818,596.00,13348.00,-8284.00,25.57,208.00,165.00,118.00
922,512.00,13456.00,-8424.00,25.57,156.00,191.00,119.00
1028,696.00,13424.00,-8376.00,25.57,192.00,179.00,89.00
1132,612.00,13268.00,-8236.00,25.52,161.00,198.00,107.00
1238,648.00,13472.00,-8344.00,25.57,180.00,182.00,107.00
1343,756.00,13424.00,-8252.00,25.61,174.00,173.00,80.00
1447,668.00,13312.00,-8372.00,25.66,193.00,174.00,118.00
1553,728.00,13332.00,-8212.00,25.57,160.00,170.00,115.00
1657,680.00,13408.00,-8384.00,25.57,208.00,181.00,110.00
1763,680.00,13388.00,-8196.00,25.57,199.00,204.00,106.00
1868,640.00,13328.00,-8400.00,25.61,188.00,182.00,94.00
1973,648.00,13320.00,-8248.00,25.57,195.00,150.00,116.00
2078,640.00,13384.00,-8388.00,25.57,144.00,186.00,100.00
2183,588.00,13380.00,-8360.00,25.52,181.00,210.00,84.00
2288,588.00,13316.00,-8192.00,25.57,174.00,196.00,104.00
2394,668.00,13316.00,-8428.00,25.47,197.00,170.00,90.00
2498,612.00,13392.00,-8424.00,25.61,187.00,201.00,93.00
2604,596.00,13376.00,-8376.00,25.57,203.00,172.00,89.00
2708,652.00,13404.00,-8444.00,25.61,189.00,186.00,96.00
2813,668.00,13328.00,-8460.00,25.66,179.00,193.00,123.00
2919,700.00,13420.00,-8408.00,25.61,157.00,178.00,91.00
3023,596.00,13476.00,-8272.00,25.57,211.00,159.00,90.00
3129,676.00,13400.00,-8428.00,25.52,201.00,178.00,98.00
3233,640.00,13324.00,-8492.00,25.57,185.00,165.00,131.00
3339,636.00,13256.00,-8516.00,25.61,167.00,174.00,100.00
3443,680.00,13312.00,-8476.00,25.61,165.00,193.00,132.00
3549,632.00,13420.00,-8476.00,25.47,190.00,153.00,99.00
3654,700.00,13360.00,-8288.00,25.61,177.00,178.00,98.00
3759,788.00,13312.00,-8412.00,25.47,186.00,165.00,135.00
3864,652.00,13368.00,-8280.00,25.61,162.00,175.00,105.00
3969,700.00,13352.00,-8412.00,25.52,165.00,198.00,96.00
4074,604.00,13432.00,-8320.00,25.57,179.00,154.00,90.00
4179,548.00,13352.00,-8356.00,25.61,195.00,178.00,93.00
4284,624.00,13352.00,-8216.00,25.57,171.00,195.00,92.00
4389,632.00,13432.00,-8384.00,25.52,177.00,164.00,112.00
