Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX (°/s),gY (°/s),gZ (°/s)
41467,448.00,16132.00,-1316.00,25.52,182.00,187,186.00
41362,532.00,16120.00,-1036.00,25.57,199.00,168.00,92.00
Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX (°/s),gY (°/s),gZ (°/s)
27,476.00,16144.00,-1416.00,25.47,179.00,189.00,98.00
186,460.00,16088.00,-1188.00,25.52,190.00,199.00,103.00
291,520.00,16176.00,-1296.00,25.47,177.00,193.00,124.00
396,516.00,16108.00,-1264.00,25.52,179.00,181.00,104.00
501,496.00,16160.00,-1212.00,25.47,187.00,158.00,99.00
607,484.00,16120.00,-1376.00,25.42,168.00,177.00,110.00
711,616.00,16168.00,-1204.00,25.57,205.00,190.00,113.00
817,560.00,16160.00,-1292.00,25.47,183.00,198.00,85.00
921,496.00,16140.00,-1216.00,25.47,193.00,172.00,88.00
1027,560.00,16152.00,-1388.00,25.52,204.00,177.00,111.00
1131,524.00,16112.00,-1268.00,25.42,179.00,192.00,97.00
1236,556.00,16124.00,-1276.00,25.47,191.00,192.00,118.00
1342,496.00,16160.00,-1120.00,25.52,157.00,163.00,89.00
1446,460.00,16080.00,-1308.00,25.57,188.00,184.00,117.00
1552,608.00,16080.00,-1344.00,25.52,189.00,178.00,96.00
1656,480.00,16128.00,-1288.00,25.57,184.00,182.00,118.00
1762,512.00,16176.00,-1308.00,25.47,205.00,195.00,120.00
1866,572.00,16152.00,-1288.00,25.61,192.00,176.00,86.00
1972,496.00,16096.00,-1272.00,25.47,184.00,177.00,107.00
2077,460.00,16152.00,-1268.00,25.42,181.00,183.00,102.00
2182,448.00,16088.00,-1448.00,25.52,174.00,200.00,111.00
2287,504.00,16120.00,-1324.00,25.47,173.00,183.00,126.00
2392,516.00,16232.00,-1272.00,25.47,169.00,173.00,82.00
2497,524.00,16104.00,-1248.00,25.42,199.00,179.00,111.00
2603,504.00,16056.00,-1152.00,25.47,192.00,186.00,117.00
2707,508.00,16120.00,-1360.00,25.52,193.00,213.00,90.00
2812,632.00,16068.00,-1292.00,25.47,204.00,176.00,87.00
2917,564.00,16140.00,-1192.00,25.47,197.00,191.00,93.00
3022,484.00,16160.00,-1244.00,25.47,186.00,191.00,134.00
3128,460.00,16056.00,-1300.00,25.57,173.00,174.00,87.00
3232,464.00,16120.00,-1232.00,25.42,161.00,171.00,74.00
3338,580.00,16076.00,-1108.00,25.61,183.00,167.00,91.00
3442,508.00,16052.00,-1272.00,25.47,163.00,184.00,99.00
3548,544.00,16144.00,-1172.00,25.52,197.00,186.00,80.00
3652,616.00,16232.00,-1300.00,25.47,182.00,191.00,124.00
3758,544.00,16152.00,-1184.00,25.42,160.00,187.00,106.00
3863,472.00,16260.00,-1272.00,25.47,164.00,173.00,93.00
3968,380.00,16164.00,-1212.00,25.42,180.00,181.00,108.00
4073,468.00,16124.00,-1296.00,25.52,170.00,224.00,107.00
4177,568.00,16108.00,-1336.00,25.57,189.00,162.00,119.00
4283,512.00,16052.00,-1036.00,25.47,178.00,168.00,86.00
4388,528.00,16028.00,-1308.00,25.47,170.00,192.00,110.00
4493,320.00,16116.00,-1372.00,25.47,208.00,175.00,89.00
4598,572.00,16108.00,-1336.00,25.57,180.00,179.00,118.00
4703,436.00,16144.00,-1416.00,25.47,193.00,197.00,107.00
4808,464.00,16028.00,-1148.00,25.47,190.00,187.00,80.00
4914,584.00,16068.00,-1316.00,25.47,159.00,180.00,103.00
5018,548.00,16088.00,-1252.00,25.57,150.00,163.00,95.00
5124,540.00,16116.00,-1344.00,25.47,162.00,177.00,107.00
5228,556.00,16144.00,-1232.00,25.47,185.00,185.00,99.00
5334,488.00,16056.00,-1336.00,25.47,181.00,179.00,102.00
5439,548.00,16124.00,-1104.00,25.61,164.00,169.00,111.00
5543,596.00,16028.00,-1092.00,25.57,179.00,176.00,94.00
5649,504.00,16052.00,-1364.00,25.52,177.00,173.00,106.00
5753,456.00,16108.00,-1324.00,25.52,175.00,179.00,117.00
5859,412.00,16160.00,-1132.00,25.47,167.00,161.00,104.00
5964,508.00,16024.00,-1324.00,25.52,182.00,185.00,109.00
6069,560.00,16100.00,-1444.00,25.52,154.00,185.00,106.00
6174,544.00,16156.00,-1336.00,25.47,172.00,196.00,108.00
6279,468.00,16140.00,-1148.00,25.42,189.00,190.00,98.00
6384,544.00,16108.00,-1292.00,25.47,195.00,154.00,98.00
6490,392.00,16100.00,-1284.00,25.52,162.00,185.00,103.00
6594,508.00,16052.00,-1288.00,25.57,182.00,195.00,96.00
6700,616.00,16100.00,-1224.00,25.61,186.00,180.00,101.00
6804,584.00,16112.00,-1408.00,25.42,180.00,176.00,112.00
6909,532.00,16036.00,-1308.00,25.47,192.00,189.00,88.00
7015,432.00,16220.00,-1388.00,25.42,194.00,171.00,87.00
7119,424.00,16152.00,-1224.00,25.47,181.00,176.00,79.00
7225,520.00,16092.00,-1348.00,25.52,188.00,211.00,118.00
7329,416.00,16108.00,-1328.00,25.47,192.00,198.00,92.00
7435,552.00,16140.00,-1376.00,25.57,171.00,196.00,106.00
7540,572.00,16068.00,-1308.00,25.47,177.00,201.00,107.00
7645,492.00,16124.00,-1280.00,25.47,157.00,190.00,111.00
7750,472.00,16100.00,-1212.00,25.52,190.00,182.00,96.00
