Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX (°/s),gY (°/s),gZ (°/s)
Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX (°/s),gY (°/s),gZ (°/s)
27,572.00,4944.00,-14696.00,25.52,191.00,186.00,86.00
186,616.00,5112.00,-14768.00,25.57,172.00,190.00,107.00
291,584.00,4948.00,-14728.00,25.57,161.00,188.00,101.00
396,668.00,4996.00,-14812.00,25.61,171.00,167.00,125.00
501,568.00,4912.00,-14664.00,25.57,201.00,166.00,92.00
607,628.00,4924.00,-14784.00,25.61,174.00,180.00,110.00
711,656.00,4948.00,-14584.00,25.47,166.00,176.00,107.00
817,548.00,4904.00,-14848.00,25.66,160.00,184.00,101.00
921,588.00,5000.00,-14764.00,25.61,154.00,187.00,90.00
1027,592.00,4932.00,-14708.00,25.47,166.00,207.00,79.00
1131,604.00,4968.00,-14756.00,25.61,159.00,173.00,89.00
1236,664.00,4836.00,-14640.00,25.66,179.00,176.00,81.00
1341,640.00,4984.00,-14948.00,25.47,195.00,180.00,123.00
1446,648.00,4948.00,-14808.00,25.57,183.00,177.00,113.00
1552,716.00,4936.00,-14820.00,25.57,153.00,176.00,99.00
1656,616.00,4952.00,-14752.00,25.57,184.00,165.00,94.00
1762,624.00,4868.00,-14632.00,25.57,206.00,179.00,92.00
1866,668.00,4972.00,-14668.00,25.61,169.00,193.00,114.00
1972,680.00,4908.00,-14716.00,25.52,194.00,175.00,121.00
2077,640.00,4912.00,-14664.00,25.47,204.00,210.00,102.00
2182,608.00,4860.00,-14676.00,25.66,207.00,185.00,107.00
2287,676.00,4856.00,-14792.00,25.52,163.00,198.00,101.00
2392,652.00,4892.00,-14716.00,25.57,176.00,181.00,129.00
2497,588.00,4900.00,-14816.00,25.57,194.00,186.00,94.00
2603,576.00,4872.00,-14592.00,25.47,175.00,192.00,115.00
2707,560.00,4868.00,-14648.00,25.61,194.00,208.00,100.00
2812,672.00,4952.00,-14684.00,25.57,181.00,169.00,93.00
2917,572.00,5052.00,-14696.00,25.52,163.00,172.00,94.00
3022,508.00,5032.00,-14724.00,25.57,164.00,200.00,103.00
3128,620.00,5084.00,-14700.00,25.66,190.00,159.00,108.00
3232,636.00,5056.00,-14740.00,25.66,176.00,167.00,110.00
3338,640.00,4968.00,-14656.00,25.52,170.00,200.00,122.00
3443,612.00,4904.00,-14808.00,25.66,204.00,153.00,96.00
3548,592.00,4920.00,-14828.00,25.57,171.00,163.00,101.00
3653,580.00,4968.00,-14624.00,25.61,210.00,177.00,101.00
3758,560.00,4980.00,-14656.00,25.61,182.00,199.00,74.00
3863,644.00,5012.00,-14772.00,25.57,190.00,161.00,111.00
3969,644.00,5000.00,-14784.00,25.61,205.00,172.00,96.00
4073,696.00,4996.00,-14664.00,25.57,194.00,187.00,95.00
4178,644.00,4876.00,-14724.00,25.52,166.00,187.00,122.00
4283,580.00,4900.00,-14716.00,25.52,198.00,159.00,102.00
4388,552.00,4836.00,-14592.00,25.61,169.00,192.00,116.00
4493,588.00,4936.00,-14612.00,25.57,192.00,164.00,91.00
4598,608.00,4892.00,-14844.00,25.57,162.00,177.00,103.00
4704,660.00,4876.00,-14836.00,25.52,196.00,196.00,71.00
4808,652.00,4932.00,-14564.00,25.57,196.00,173.00,95.00
4914,504.00,4856.00,-14720.00,25.57,183.00,207.00,100.00
5018,652.00,4944.00,-14668.00,25.47,186.00,205.00,87.00
5124,552.00,4900.00,-14552.00,25.57,159.00,198.00,109.00
5229,620.00,4952.00,-14828.00,25.57,191.00,181.00,88.00
5334,620.00,4928.00,-14712.00,25.57,178.00,184.00,99.00
5439,560.00,4976.00,-14680.00,25.57,182.00,193.00,98.00
5543,524.00,4956.00,-14728.00,25.52,186.00,179.00,120.00
5649,628.00,4944.00,-14772.00,25.61,182.00,187.00,104.00
5754,628.00,4956.00,-14772.00,25.57,196.00,177.00,113.00
5859,564.00,4996.00,-14828.00,25.57,184.00,191.00,107.00
5964,660.00,5056.00,-14744.00,25.52,201.00,183.00,114.00
6069,588.00,4908.00,-14552.00,25.61,188.00,190.00,90.00
6174,616.00,4988.00,-14704.00,25.47,185.00,178.00,79.00
6280,724.00,5000.00,-14580.00,25.66,194.00,188.00,95.00
6384,612.00,4972.00,-14676.00,25.66,171.00,160.00,113.00
6490,636.00,4904.00,-14776.00,25.57,171.00,174.00,110.00
