Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX (°/s),gY (°/s),gZ (°/s)
Timestamp,aX (g),aY (g),aZ (g),Temp (C),gX (°/s),gY (°/s),gZ (°/s)
10205,0.05,-1.03,0.09,29.09,1.56,0.91,1.12
10309,0.05,-1.01,0.08,29.24,1.09,1.07,0.98
10414,0.05,-1.01,0.08,29.19,1.52,1.01,1.03
10518,0.05,-1.01,0.09,29.19,1.28,0.90,1.05
10622,0.04,-1.02,0.08,29.05,1.80,0.91,1.09
10727,0.05,-1.02,0.08,29.09,1.32,0.94,1.02
10832,0.05,-1.00,0.08,29.19,1.67,1.02,0.87
10937,0.05,-1.03,0.09,29.19,0.98,0.78,1.18
11041,0.04,-1.00,0.08,29.19,1.18,1.00,0.76
11146,0.05,-1.03,0.09,29.19,1.01,0.98,0.85
11250,0.05,-1.00,0.08,29.19,1.51,0.98,0.86
11355,0.06,-1.02,0.07,29.19,1.22,0.86,1.02
11459,0.06,-1.01,0.08,29.24,1.23,0.89,0.94
11564,0.05,-1.00,0.08,29.14,1.60,1.21,0.94
11668,0.06,-1.02,0.07,29.09,1.44,0.73,1.11
11773,0.04,-0.99,0.08,29.19,1.36,0.73,0.92
11878,0.06,-1.02,0.08,29.14,1.42,1.03,0.96
11982,0.05,-1.00,0.08,29.14,1.22,0.77,0.95
12087,0.05,-1.02,0.08,29.19,1.24,0.98,0.95
12191,0.04,-1.01,0.09,29.19,1.27,0.89,0.90
12296,0.05,-1.01,0.07,29.24,1.26,0.98,1.15
12400,0.06,-1.02,0.08,29.24,1.04,0.80,0.95
12505,0.04,-1.00,0.09,29.19,1.23,0.99,0.79
12609,0.05,-1.03,0.07,29.09,1.00,0.94,1.11
12715,0.06,-1.00,0.08,29.14,1.30,0.89,0.84
12819,0.05,-1.03,0.07,29.19,1.16,0.81,0.98
12923,0.06,-1.00,0.09,29.19,1.25,0.82,0.82
13028,0.05,-1.03,0.09,29.19,1.30,0.95,0.96
13132,0.05,-1.01,0.09,29.14,1.36,0.90,1.07
13237,0.05,-1.01,0.08,29.14,1.40,1.15,1.07
13341,0.05,-1.03,0.08,29.24,1.22,1.05,0.92
13446,0.05,-0.99,0.07,29.14,1.18,0.89,0.90
13550,0.06,-1.03,0.07,29.14,1.07,0.97,1.05
